"ligand" "ligand_cell" "receptor" "associated_genes" "receptor_cell" "pathway" "score"
"415" "Tnfsf13" "EC_WT" "Fas" "Csnk2a2,Csnk2b,Ifnar2,Eif3h,Eif2ak1,Rchy1" "FAP_WT" "mmu05162" "0.701995607946055"
"416" "Tnfsf13" "EC_WT" "Fas" "Mapk8,Chuk,Map3k7,Tbk1,Il6,Ppp1cb,Skp1a,Cul1,Srsf1,Srsf3,Srsf7,Csnk2a1,Hcfc2,Taf13,Hnrnpk,Fas,Clock" "FAP_WT" "mmu05168" "0.68747569902956"
"417" "Tnfsf13" "EC_WT" "Fas" "Ikbkb,Eif2ak1,Ppp1ca,Ube2r2,Eef1d,Gltscr2,Srpk1,Srsf9,Srsf4,Csnk2a2,Csnk2b,Taf6l,Taf3,H2-T24,Ifnar2,Fadd,Casp8" "FAP_WT" "mmu05168" "0.68108111770802"
"418" "Tnfsf13" "FAP_WT" "Fas" "Nfkbib,Tab1,Irf3,Cdc34,Taf10,Alyref2,H2-Q7,H2-T23" "EC_WT" "mmu05168" "0.611263004636962"
"419" "Tnfsf13" "FAP_WT" "Fas" "Casp3,Gnb4,Ikbkg,Birc2,Tfg,Mapk9,Rb1,Smad2,Msh3" "EC_WT" "mmu05200" "0.625080638243906"
"420" "Tnfsf13" "EC_WT" "Fas" "Axin1,Arhgef11,Cxcl12,Gnb1,Col4a1,Col4a2,Nfkb1,Traf4,Pdgfa,Pdgfrb,Map2k1,Ralb,E2f3,Cdk2,Ctbp2" "EC_WT" "mmu05200" "0.684161534554142"
"421" "Tnfsf13" "FAP_WT" "Fas" "H2-T23,H2-D1,H2-K1,H2-Q4" "EC_WT" "mmu05320" "0.601765914096242"
"422" "Tnfsf13" "FAP_WT" "Fas" "H2-T23,H2-D1,H2-K1,H2-Q4" "EC_WT" "mmu05330" "0.601765914096242"
"423" "Tnfsf13" "FAP_WT" "Fas" "H2-T23,H2-D1,H2-K1,H2-Q4" "EC_WT" "mmu05332" "0.601765914096242"
"424" "Tnfsf13" "EC_WT" "Tnfrsf11b" "Il6,Kitl,Il13ra1,Il15ra,Tnfrsf12a,Fas,Tgfbr1,Acvr2a,Bmpr2" "FAP_WT" "mmu04060" "0.75542221446832"
"425" "Tnfsf13" "EC_WT" "Tnfrsf11b" "Pdgfa,Tnfsf9,Ifngr2" "FAP_WT" "mmu04060" "0.72499084303862"
"426" "Tnfsf13" "FAP_WT" "Tnfrsf11b" "Tnfsf12,Il3ra,Crlf2,Ltbr" "EC_WT" "mmu04060" "0.613887305615533"
"427" "Tnfsf13" "EC_WT" "Tnfrsf11b" "Tnfsf13,Cxcr4,Tnfrsf14" "EC_WT" "mmu04060" "0.637990673672211"
"428" "Tnfsf13" "FAP_WT" "Tnfrsf11b" "Tnfsf13,Cxcr4,Tnfrsf14" "FAP_WT" "mmu04060" "0.759347503306918"
"429" "Tnfsf13" "FAP_WT" "Tnfrsf11b" "Grb2,Traf2,Jund,Junb,Cyba,Socs1" "EC_WT" "mmu04380" "0.618192387044353"
"430" "Tnfsf13" "EC_WT" "Tnfrsf11b" "Pik3r2,Akt2,Tgfb1,Tab1,Ifnar2" "FAP_WT" "mmu04380" "0.722999368766083"
"431" "Tnfsf13" "EC_WT" "Tnfrsf12a" "Il6,Kitl,Il13ra1,Il15ra,Tnfrsf12a,Fas,Tgfbr1,Acvr2a,Bmpr2" "FAP_WT" "mmu04060" "0.75542221446832"
"432" "Tnfsf13" "EC_WT" "Tnfrsf12a" "Pdgfa,Tnfsf9,Ifngr2" "FAP_WT" "mmu04060" "0.72499084303862"
"433" "Tnfsf13" "FAP_WT" "Tnfrsf12a" "Tnfsf12,Il3ra,Crlf2,Ltbr" "EC_WT" "mmu04060" "0.613887305615533"
"434" "Tnfsf13" "EC_WT" "Tnfrsf12a" "Tnfsf13,Cxcr4,Tnfrsf14" "EC_WT" "mmu04060" "0.637990673672211"
"435" "Tnfsf13" "FAP_WT" "Tnfrsf12a" "Tnfsf13,Cxcr4,Tnfrsf14" "FAP_WT" "mmu04060" "0.759347503306918"
"436" "Tnfsf13" "EC_WT" "Tnfrsf13b" "Il6,Kitl,Il13ra1,Il15ra,Tnfrsf12a,Fas,Tgfbr1,Acvr2a,Bmpr2" "FAP_WT" "mmu04060" "0.75542221446832"
"437" "Tnfsf13" "EC_WT" "Tnfrsf13b" "Pdgfa,Tnfsf9,Ifngr2" "FAP_WT" "mmu04060" "0.72499084303862"
"438" "Tnfsf13" "FAP_WT" "Tnfrsf13b" "Tnfsf12,Il3ra,Crlf2,Ltbr" "EC_WT" "mmu04060" "0.613887305615533"
"439" "Tnfsf13" "EC_WT" "Tnfrsf13b" "Tnfsf13,Cxcr4,Tnfrsf14" "EC_WT" "mmu04060" "0.637990673672211"
"440" "Tnfsf13" "FAP_WT" "Tnfrsf13b" "Tnfsf13,Cxcr4,Tnfrsf14" "FAP_WT" "mmu04060" "0.759347503306918"
"441" "Tnfsf13" "EC_WT" "Tnfrsf13b" "Tgfb1,Tnfsf13,Cxcr4" "EC_WT" "mmu04672" "0.740443749010906"
"442" "Tnfsf13" "FAP_WT" "Tnfrsf13b" "Tgfb1,Tnfsf13,Cxcr4" "FAP_WT" "mmu04672" "0.714183202510301"
"443" "Tnfsf13" "EC_WT" "Tnfrsf13b" "Cxcl12,Ltbr,Map3k14" "EC_WT" "mmu04672" "0.752764293797403"
"444" "Tnfsf13" "EC_WT" "Tnfrsf14" "Il6,Kitl,Il13ra1,Il15ra,Tnfrsf12a,Fas,Tgfbr1,Acvr2a,Bmpr2" "FAP_WT" "mmu04060" "0.75542221446832"
"445" "Tnfsf13" "EC_WT" "Tnfrsf14" "Pdgfa,Tnfsf9,Ifngr2" "FAP_WT" "mmu04060" "0.72499084303862"
"446" "Tnfsf13" "FAP_WT" "Tnfrsf14" "Tnfsf12,Il3ra,Crlf2,Ltbr" "EC_WT" "mmu04060" "0.613887305615533"
"447" "Tnfsf13" "EC_WT" "Tnfrsf14" "Tnfsf13,Cxcr4,Tnfrsf14" "EC_WT" "mmu04060" "0.637990673672211"
"448" "Tnfsf13" "FAP_WT" "Tnfrsf14" "Tnfsf13,Cxcr4,Tnfrsf14" "FAP_WT" "mmu04060" "0.759347503306918"
"449" "Tnfsf13" "EC_WT" "Tnfrsf14" "Mapk8,Chuk,Map3k7,Tbk1,Il6,Ppp1cb,Skp1a,Cul1,Srsf1,Srsf3,Srsf7,Csnk2a1,Hcfc2,Taf13,Hnrnpk,Fas,Clock" "FAP_WT" "mmu05168" "0.68747569902956"
"450" "Tnfsf13" "EC_WT" "Tnfrsf14" "Ikbkb,Eif2ak1,Ppp1ca,Ube2r2,Eef1d,Gltscr2,Srpk1,Srsf9,Srsf4,Csnk2a2,Csnk2b,Taf6l,Taf3,H2-T24,Ifnar2,Fadd,Casp8" "FAP_WT" "mmu05168" "0.68108111770802"
"451" "Tnfsf13" "FAP_WT" "Tnfrsf14" "Nfkbib,Tab1,Irf3,Cdc34,Taf10,Alyref2,H2-Q7,H2-T23" "EC_WT" "mmu05168" "0.611263004636962"
"452" "Tnfsf13" "EC_WT" "Tnfrsf17" "Il6,Kitl,Il13ra1,Il15ra,Tnfrsf12a,Fas,Tgfbr1,Acvr2a,Bmpr2" "FAP_WT" "mmu04060" "0.75542221446832"
"453" "Tnfsf13" "EC_WT" "Tnfrsf17" "Pdgfa,Tnfsf9,Ifngr2" "FAP_WT" "mmu04060" "0.72499084303862"
"454" "Tnfsf13" "FAP_WT" "Tnfrsf17" "Tnfsf12,Il3ra,Crlf2,Ltbr" "EC_WT" "mmu04060" "0.613887305615533"
"455" "Tnfsf13" "EC_WT" "Tnfrsf17" "Tnfsf13,Cxcr4,Tnfrsf14" "EC_WT" "mmu04060" "0.637990673672211"
"456" "Tnfsf13" "FAP_WT" "Tnfrsf17" "Tnfsf13,Cxcr4,Tnfrsf14" "FAP_WT" "mmu04060" "0.759347503306918"
"457" "Tnfsf13" "EC_WT" "Tnfrsf17" "Tgfb1,Tnfsf13,Cxcr4" "EC_WT" "mmu04672" "0.740443749010906"
"458" "Tnfsf13" "FAP_WT" "Tnfrsf17" "Tgfb1,Tnfsf13,Cxcr4" "FAP_WT" "mmu04672" "0.714183202510301"
"459" "Tnfsf13" "EC_WT" "Tnfrsf17" "Cxcl12,Ltbr,Map3k14" "EC_WT" "mmu04672" "0.752764293797403"
"460" "Tnfsf13" "EC_WT" "Tnfrsf1a" "Prkaca,Tgfb1,Tab1,Map3k12,Map3k4,Map2k6,Dusp7,Map2k5" "FAP_WT" "mmu04010" "0.74936787438943"
"461" "Tnfsf13" "EC_WT" "Tnfrsf1a" "Prkacb,Gng12,Ppp3ca,Ppp3cb,Ppp3r1,Rapgef2,Nf1,Rasa1,Rasa2,Rap1a,Fgfr1,Sos1,Sos2,Kras,Braf,Rps6ka3,Atf4,Elk4,Fos,Tgfb3,Tgfbr1,Tgfbr2,Fas,Cdc42,Gadd45a,Tab2,Map4k3,Pak2,Stk3,Map3k8,Map3k1,Map3k2,Map3k3,Map3k5,Map3k7,Taok1,Map2k4,Crk,Crkl,Mapk8,Atf2,Mef2c,Akt3,Ppm1a,Dusp1,Dusp8,Dusp16,Dusp3,Hspa8,Chuk,Nlk" "FAP_WT" "mmu04010" "0.611989608842855"
"462" "Tnfsf13" "FAP_WT" "Tnfrsf1a" "Grb2,Rras,Map3k11,Jund,Mapk7" "EC_WT" "mmu04010" "0.672798488646022"
"463" "Tnfsf13" "EC_WT" "Tnfrsf1a" "Map2k1,Mknk2,Elk1,Gadd45b,Gadd45g,Map4k2,Nr4a1,Nfkb1" "EC_WT" "mmu04010" "0.68093523405925"
"464" "Tnfsf13" "EC_WT" "Tnfrsf1a" "Map2k1,Mknk2,Elk1,Gadd45b,Gadd45g,Map4k2,Nr4a1,Nfkb1" "FAP_WT" "mmu04010" "0.640515972065704"
"465" "Tnfsf13" "EC_WT" "Tnfrsf1a" "Il6,Kitl,Il13ra1,Il15ra,Tnfrsf12a,Fas,Tgfbr1,Acvr2a,Bmpr2" "FAP_WT" "mmu04060" "0.75542221446832"
"466" "Tnfsf13" "EC_WT" "Tnfrsf1a" "Pdgfa,Tnfsf9,Ifngr2" "FAP_WT" "mmu04060" "0.72499084303862"
"467" "Tnfsf13" "FAP_WT" "Tnfrsf1a" "Tnfsf12,Il3ra,Crlf2,Ltbr" "EC_WT" "mmu04060" "0.613887305615533"
"468" "Tnfsf13" "EC_WT" "Tnfrsf1a" "Tnfsf13,Cxcr4,Tnfrsf14" "EC_WT" "mmu04060" "0.637990673672211"
"469" "Tnfsf13" "FAP_WT" "Tnfrsf1a" "Tnfsf13,Cxcr4,Tnfrsf14" "FAP_WT" "mmu04060" "0.759347503306918"
"470" "Tnfsf13" "EC_WT" "Tnfrsf1a" "Degs2,Akt2,Pik3r2" "FAP_WT" "mmu04071" "0.677690718801863"
"471" "Tnfsf13" "EC_WT" "Tnfrsf1a" "Sgms1,Map3k5,Mapk8,Akt3,Ppp2cb,Fyn,Pik3ca,Pik3r1,Pld1,Gnai3,Kras,Map2k1,Gnaq,Rock1,Rock2,Pten,Nfkb1" "FAP_WT" "mmu04071" "0.654543943510825"
"472" "Tnfsf13" "EC_WT" "Tnfrsf1a" "Atp6v1c1,Atp6v1d,Atp6v1e1,Lamtor3,Lamtor5,Nprl2,Rhoa" "EC_WT" "mmu04150" "0.811688427800528"
"473" "Tnfsf13" "EC_WT" "Tnfrsf1a" "Fnip1,Rraga,Deptor,Clip1,Grb10,Ulk2,Rps6kb1,Mios,Seh1l,Cab39,Prkaa1,Tsc1,Rheb,Fzd1,Fzd5,Lrp6,Gsk3b,Insr,Igf1r,Sos1,Sos2,Kras,Braf,Raf1,Mapk1,Rps6ka3,Pik3r1,Pik3ca,Pten,Pdpk1,Akt3,Chuk,Mapkap1,Rictor,Sgk1" "FAP_WT" "mmu04150" "0.638881659980294"
"474" "Tnfsf13" "EC_WT" "Tnfrsf1a" "Telo2,Sec13,Map2k1" "EC_WT" "mmu04150" "0.775930423595594"
"475" "Tnfsf13" "FAP_WT" "Tnfrsf1a" "Ddit4,Dvl1,Grb2,Prr5" "EC_WT" "mmu04150" "0.679279917647276"
"476" "Tnfsf13" "FAP_WT" "Tnfrsf1a" "Tnfrsf10b,Casp8,Casp3,Apaf1,Lmnb1,Parp2,Parp1,Aifm1,Capn2,Birc3,Birc5" "EC_WT" "mmu04210" "0.650046868775639"
"477" "Tnfsf13" "EC_WT" "Tnfrsf1a" "Fas,Cflar,Mcl1,Itpr1,Eif2ak3,Ctso,Birc2,Xiap,Ripk1,Map3k5,Mapk8,Fos,Chuk,Gadd45a,Pik3ca,Pik3r1,Pdpk1,Akt3,Kras,Mapk1" "FAP_WT" "mmu04210" "0.6040838753741"
"478" "Tnfsf13" "FAP_WT" "Tnfrsf1a" "Grb2,Traf2,Jund,Junb,Cyba,Socs1" "EC_WT" "mmu04380" "0.618192387044353"
"479" "Tnfsf13" "EC_WT" "Tnfrsf1a" "Pik3r2,Akt2,Tgfb1,Tab1,Ifnar2" "FAP_WT" "mmu04380" "0.722999368766083"
"480" "Tnfsf13" "EC_WT" "Tnfrsf1a" "Ripk1,Birc2,Map3k7,Tab2,Tab3,Map2k4,Mapk8,Itch,Cflar,Chuk,Nfkb1,Map3k8,Map2k1,Mapk1,Creb1,Creb3l2,Atf2,Atf4,Dnm1l,Fas,Socs3,Fos,Icam1,Vcam1,Pik3ca,Pik3r1,Akt3" "FAP_WT" "mmu04668" "0.650967230792023"
"481" "Tnfsf13" "EC_WT" "Tnfrsf1a" "Tab1,Pik3r2,Akt2" "FAP_WT" "mmu04668" "0.661514934800711"
"482" "Tnfsf13" "EC_WT" "Tnfrsf1a" "Mapk8,Chuk,Nfkb1,Socs3,Akt3,Acsl4,Acsl3,Prkaa1,Ptpn11,Adipor1" "FAP_WT" "mmu04920" "0.650521227815666"
"483" "Tnfsf13" "EC_WT" "Tnfrsf1a" "Rps6ka3,Ptpn11,Il6,Socs3,Nfkb1,Prkag1,Mlx" "FAP_WT" "mmu04931" "0.637571116701979"
"484" "Tnfsf13" "EC_WT" "Tnfrsf1a" "Ppp1ca,Pik3cd,Gys1,Prkab1,Pygl,Pck2,Akt2" "FAP_WT" "mmu04931" "0.672428227669126"
"485" "Tnfsf13" "EC_WT" "Tnfrsf1a" "Il6,Socs3,Nfkb1,Adipor1,Atf4,Ndufs1" "FAP_WT" "mmu04932" "0.711997933884565"
"486" "Tnfsf13" "FAP_WT" "Tnfrsf1a" "Casp8,Casp3,Sdha,Uqcrfs1,Uqcrc2" "EC_WT" "mmu04932" "0.72704435064707"
"487" "Tnfsf13" "FAP_WT" "Tnfrsf1a" "Rtn4,Ndufs1,Sdha,Uqcrfs1,Uqcrc2,Atp5a1,Atp5b,Casp8,Apaf1,Casp3,Mapk1,Atf6,Capn2" "EC_WT" "mmu05010" "0.67107754824454"
"488" "Tnfsf13" "EC_WT" "Tnfrsf1a" "Ppp3ca,Ppp3cb,Ppp3r1,Map3k5,Rab5a" "FAP_WT" "mmu05014" "0.710908692022359"
"489" "Tnfsf13" "EC_WT" "Tnfrsf1a" "Tlr4,Myd88,Irak1,Traf6,Map2k4,Mapk8,Mapk1,Fos,Chuk,Nfkb1,Ppp2cb,Ifngr1,Gnaq,Gnai3,Gnas,Pik3r1,Pik3ca,Akt3,Tgfbr1,Fas,Cflar" "FAP_WT" "mmu05142" "0.603095306644647"
"490" "Tnfsf13" "EC_WT" "Tnfrsf1a" "Ifngr1,Map3k7,Mapk8,Chuk,Birc2,Xiap,Tlr4,Hspa8,Itga6,Itgb1,Gnai3,Pik3ca,Pik3r1,Pdpk1,Akt3" "FAP_WT" "mmu05145" "0.609722983506589"
"491" "Tnfsf13" "EC_WT" "Tnfrsf1a" "Tab1,Casp9,Pik3r2,Akt2" "FAP_WT" "mmu05145" "0.61133624002862"
"492" "Tnfsf13" "EC_WT" "Tnfrsf1a" "Casp8,Rfx5,Mapk14" "EC_WT" "mmu05152" "0.610174580407272"
"493" "Tnfsf13" "FAP_WT" "Tnfrsf1a" "Cycs,Bcl10,Hspa9,Hspd1,Il6,Atp6v1h" "EC_WT" "mmu05152" "0.609259286184919"
"494" "Tnfsf13" "EC_WT" "Tnfrsf1a" "Cycs,Bcl10,Hspa9,Hspd1,Il6,Atp6v1h" "FAP_WT" "mmu05152" "0.639014797876226"
"495" "Tnfsf13" "EC_WT" "Tnfrsf1a" "Akt3,Camk2d,Camk2g,Ifngr1,Nfya,Creb1,Crebbp,Ep300,Malt1,Lbp,Tlr4,Nfkb1,Mapk8,Cebpg,Arhgef12,Tgfb3,Rab5a,Rab5b,Eea1,Rab7,Lamp2,Ppp3ca,Ppp3cb,Ppp3r1" "FAP_WT" "mmu05152" "0.625071395109789"
"496" "Tnfsf13" "EC_WT" "Tnfrsf1a" "Tbk1,Chuk,Nfkb1,Eif2ak2,Eif2ak3,Irf1,Socs3,Ppp2cb,Sos1,Sos2,Kras,Braf,Raf1,Araf,Mapk8,Pik3r1,Pik3ca,Pdpk1,Akt3,Gsk3b" "FAP_WT" "mmu05160" "0.676031304746853"
"497" "Tnfsf13" "EC_WT" "Tnfrsf1a" "Nrp1,Vcam1,Icam1,Trrap,Xpo1,H2-Q4,Ppp3ca,Ppp3cb,Ppp3r1,Nfatc3,Canx,Kras,Cdc27,Fzd1,Fzd5,Gsk3b,Ctnnb1,Apc,Dlg1,Pik3r1,Pik3ca,Akt3,Map3k1,Map2k4,Map3k3,Chuk,Nfkb1,Il15ra,Xiap,Ets1,Fos,Egr1,Egr2,Prkacb,Creb1,Crem,Atf1,Atf2,Atf3,Ep300,Kat2b,Tgfbr1,Tgfbr2,Smad4,Atr,Trp53inp1,Mapk8" "FAP_WT" "mmu05166" "0.61487692244517"
"498" "Tnfsf13" "EC_WT" "Tnfrsf1a" "Mapk8,Chuk,Map3k7,Tbk1,Il6,Ppp1cb,Skp1a,Cul1,Srsf1,Srsf3,Srsf7,Csnk2a1,Hcfc2,Taf13,Hnrnpk,Fas,Clock" "FAP_WT" "mmu05168" "0.68747569902956"
"499" "Tnfsf13" "EC_WT" "Tnfrsf1a" "Ikbkb,Eif2ak1,Ppp1ca,Ube2r2,Eef1d,Gltscr2,Srpk1,Srsf9,Srsf4,Csnk2a2,Csnk2b,Taf6l,Taf3,H2-T24,Ifnar2,Fadd,Casp8" "FAP_WT" "mmu05168" "0.68108111770802"
"500" "Tnfsf13" "FAP_WT" "Tnfrsf1a" "Nfkbib,Tab1,Irf3,Cdc34,Taf10,Alyref2,H2-Q7,H2-T23" "EC_WT" "mmu05168" "0.611263004636962"
"501" "Tnfsf13" "EC_WT" "Tnfrsf25" "Il6,Kitl,Il13ra1,Il15ra,Tnfrsf12a,Fas,Tgfbr1,Acvr2a,Bmpr2" "FAP_WT" "mmu04060" "0.75542221446832"
"502" "Tnfsf13" "EC_WT" "Tnfrsf25" "Pdgfa,Tnfsf9,Ifngr2" "FAP_WT" "mmu04060" "0.72499084303862"
"503" "Tnfsf13" "FAP_WT" "Tnfrsf25" "Tnfsf12,Il3ra,Crlf2,Ltbr" "EC_WT" "mmu04060" "0.613887305615533"
"504" "Tnfsf13" "EC_WT" "Tnfrsf25" "Tnfsf13,Cxcr4,Tnfrsf14" "EC_WT" "mmu04060" "0.637990673672211"
"505" "Tnfsf13" "FAP_WT" "Tnfrsf25" "Tnfsf13,Cxcr4,Tnfrsf14" "FAP_WT" "mmu04060" "0.759347503306918"
"506" "Bmp2" "EC_WT" "Acvr2a" "Cxcl1,Csf1,Il1rap" "FAP_WT" "mmu04060" "0.643163582052186"
"507" "Bmp2" "EC_WT" "Acvr2a" "Cxcl2,Cxcl10,Cxcl16,Cxcl14,Ccl2,Ccl4,Ccl3,Ccl7,Ccl5,Ccl8,Ccl9,Clcf1,Tnf,Il1b,Il4ra,Csf2ra,Il2rg,Tnfrsf10b,Tnfrsf1b,Tnfrsf1a,Il17ra" "FAP_WT" "mmu04060" "0.646496292025647"
"508" "Bmp2" "EC_WT" "Acvr2a" "Cxcl12,Il6st,Pdgfrb,Acvr1b" "FAP_WT" "mmu04060" "0.615031543115388"
"509" "Bmp2" "EC_WT" "Acvr2a" "Ccl11,Vegfa,Bmp2,Il1r2" "EC_WT" "mmu04060" "0.73284909347517"
"510" "Bmp2" "FAP_WT" "Acvr2a" "Ccl11,Vegfa,Bmp2,Il1r2" "FAP_WT" "mmu04060" "0.726217216968958"
"511" "Bmp2" "EC_WT" "Acvr2a" "Tnfsf13,Cxcr4,Tnfrsf14" "EC_WT" "mmu04060" "0.641069328607492"
"512" "Bmp2" "EC_WT" "Acvr2a" "Nbl1,Dcn,Tgfb3,Bambi,Zfyve9" "EC_WT" "mmu04350" "0.631972472379828"
"513" "Bmp2" "EC_WT" "Acvr2a" "Nbl1,Dcn,Tgfb3,Bambi,Zfyve9" "FAP_WT" "mmu04350" "0.626375685786896"
"514" "Bmp2" "EC_WT" "Acvr2a" "Rbl1,Tfdp1,Tgif1,Myc,Ppp2r1b" "FAP_WT" "mmu04350" "0.633684940435654"
"515" "Bmp2" "EC_WT" "Acvr2b" "Cxcl1,Csf1,Il1rap" "FAP_WT" "mmu04060" "0.643163582052186"
"516" "Bmp2" "EC_WT" "Acvr2b" "Cxcl2,Cxcl10,Cxcl16,Cxcl14,Ccl2,Ccl4,Ccl3,Ccl7,Ccl5,Ccl8,Ccl9,Clcf1,Tnf,Il1b,Il4ra,Csf2ra,Il2rg,Tnfrsf10b,Tnfrsf1b,Tnfrsf1a,Il17ra" "FAP_WT" "mmu04060" "0.646496292025647"
"517" "Bmp2" "EC_WT" "Acvr2b" "Cxcl12,Il6st,Pdgfrb,Acvr1b" "FAP_WT" "mmu04060" "0.615031543115388"
"518" "Bmp2" "EC_WT" "Acvr2b" "Ccl11,Vegfa,Bmp2,Il1r2" "EC_WT" "mmu04060" "0.73284909347517"
"519" "Bmp2" "FAP_WT" "Acvr2b" "Ccl11,Vegfa,Bmp2,Il1r2" "FAP_WT" "mmu04060" "0.726217216968958"
"520" "Bmp2" "EC_WT" "Acvr2b" "Tnfsf13,Cxcr4,Tnfrsf14" "EC_WT" "mmu04060" "0.641069328607492"
"521" "Bmp2" "EC_WT" "Acvr2b" "Nbl1,Dcn,Tgfb3,Bambi,Zfyve9" "EC_WT" "mmu04350" "0.631972472379828"
"522" "Bmp2" "EC_WT" "Acvr2b" "Nbl1,Dcn,Tgfb3,Bambi,Zfyve9" "FAP_WT" "mmu04350" "0.626375685786896"
"523" "Bmp2" "EC_WT" "Acvr2b" "Rbl1,Tfdp1,Tgif1,Myc,Ppp2r1b" "FAP_WT" "mmu04350" "0.633684940435654"
"524" "Bmp2" "EC_WT" "Bmpr1a" "Cxcl1,Csf1,Il1rap" "FAP_WT" "mmu04060" "0.643163582052186"
"525" "Bmp2" "EC_WT" "Bmpr1a" "Cxcl2,Cxcl10,Cxcl16,Cxcl14,Ccl2,Ccl4,Ccl3,Ccl7,Ccl5,Ccl8,Ccl9,Clcf1,Tnf,Il1b,Il4ra,Csf2ra,Il2rg,Tnfrsf10b,Tnfrsf1b,Tnfrsf1a,Il17ra" "FAP_WT" "mmu04060" "0.646496292025647"
"526" "Bmp2" "EC_WT" "Bmpr1a" "Cxcl12,Il6st,Pdgfrb,Acvr1b" "FAP_WT" "mmu04060" "0.615031543115388"
"527" "Bmp2" "EC_WT" "Bmpr1a" "Ccl11,Vegfa,Bmp2,Il1r2" "EC_WT" "mmu04060" "0.73284909347517"
"528" "Bmp2" "FAP_WT" "Bmpr1a" "Ccl11,Vegfa,Bmp2,Il1r2" "FAP_WT" "mmu04060" "0.726217216968958"
"529" "Bmp2" "EC_WT" "Bmpr1a" "Tnfsf13,Cxcr4,Tnfrsf14" "EC_WT" "mmu04060" "0.641069328607492"
"530" "Bmp2" "EC_WT" "Bmpr1a" "Nbl1,Dcn,Tgfb3,Bambi,Zfyve9" "EC_WT" "mmu04350" "0.631972472379828"
"531" "Bmp2" "EC_WT" "Bmpr1a" "Nbl1,Dcn,Tgfb3,Bambi,Zfyve9" "FAP_WT" "mmu04350" "0.626375685786896"
"532" "Bmp2" "EC_WT" "Bmpr1a" "Rbl1,Tfdp1,Tgif1,Myc,Ppp2r1b" "FAP_WT" "mmu04350" "0.633684940435654"
"533" "Bmp2" "EC_WT" "Bmpr1a" "Ppp1ca,Tead2,Birc5" "FAP_WT" "mmu04390" "0.724614578060967"
"534" "Bmp2" "EC_WT" "Bmpr1a" "Bmp2,Ywhae,Ywhag" "EC_WT" "mmu04390" "0.683780748491156"
"535" "Bmp2" "EC_WT" "Bmpr1b" "Cxcl1,Csf1,Il1rap" "FAP_WT" "mmu04060" "0.643163582052186"
"536" "Bmp2" "EC_WT" "Bmpr1b" "Cxcl2,Cxcl10,Cxcl16,Cxcl14,Ccl2,Ccl4,Ccl3,Ccl7,Ccl5,Ccl8,Ccl9,Clcf1,Tnf,Il1b,Il4ra,Csf2ra,Il2rg,Tnfrsf10b,Tnfrsf1b,Tnfrsf1a,Il17ra" "FAP_WT" "mmu04060" "0.646496292025647"
"537" "Bmp2" "EC_WT" "Bmpr1b" "Cxcl12,Il6st,Pdgfrb,Acvr1b" "FAP_WT" "mmu04060" "0.615031543115388"
"538" "Bmp2" "EC_WT" "Bmpr1b" "Ccl11,Vegfa,Bmp2,Il1r2" "EC_WT" "mmu04060" "0.73284909347517"
"539" "Bmp2" "FAP_WT" "Bmpr1b" "Ccl11,Vegfa,Bmp2,Il1r2" "FAP_WT" "mmu04060" "0.726217216968958"
"540" "Bmp2" "EC_WT" "Bmpr1b" "Tnfsf13,Cxcr4,Tnfrsf14" "EC_WT" "mmu04060" "0.641069328607492"
"541" "Bmp2" "EC_WT" "Bmpr1b" "Nbl1,Dcn,Tgfb3,Bambi,Zfyve9" "EC_WT" "mmu04350" "0.631972472379828"
"542" "Bmp2" "EC_WT" "Bmpr1b" "Nbl1,Dcn,Tgfb3,Bambi,Zfyve9" "FAP_WT" "mmu04350" "0.626375685786896"
"543" "Bmp2" "EC_WT" "Bmpr1b" "Rbl1,Tfdp1,Tgif1,Myc,Ppp2r1b" "FAP_WT" "mmu04350" "0.633684940435654"
"544" "Bmp2" "FAP_WT" "Bmpr1b" "Ppp3cc,Rhoa,Cfl2" "FAP_WT" "mmu04360" "0.645178713949861"
"545" "Bmp2" "EC_WT" "Bmpr1b" "Ppp1ca,Tead2,Birc5" "FAP_WT" "mmu04390" "0.724614578060967"
"546" "Bmp2" "EC_WT" "Bmpr1b" "Bmp2,Ywhae,Ywhag" "EC_WT" "mmu04390" "0.683780748491156"
"547" "Bmp2" "EC_WT" "Bmpr2" "Cxcl1,Csf1,Il1rap" "FAP_WT" "mmu04060" "0.643163582052186"
"548" "Bmp2" "EC_WT" "Bmpr2" "Cxcl2,Cxcl10,Cxcl16,Cxcl14,Ccl2,Ccl4,Ccl3,Ccl7,Ccl5,Ccl8,Ccl9,Clcf1,Tnf,Il1b,Il4ra,Csf2ra,Il2rg,Tnfrsf10b,Tnfrsf1b,Tnfrsf1a,Il17ra" "FAP_WT" "mmu04060" "0.646496292025647"
"549" "Bmp2" "EC_WT" "Bmpr2" "Cxcl12,Il6st,Pdgfrb,Acvr1b" "FAP_WT" "mmu04060" "0.615031543115388"
"550" "Bmp2" "EC_WT" "Bmpr2" "Ccl11,Vegfa,Bmp2,Il1r2" "EC_WT" "mmu04060" "0.73284909347517"
"551" "Bmp2" "FAP_WT" "Bmpr2" "Ccl11,Vegfa,Bmp2,Il1r2" "FAP_WT" "mmu04060" "0.726217216968958"
"552" "Bmp2" "EC_WT" "Bmpr2" "Tnfsf13,Cxcr4,Tnfrsf14" "EC_WT" "mmu04060" "0.641069328607492"
