"receptor" "pathway_id" "genes_in_cluster"
"Tnfrsf1a" "mmu04668" "Ripk1,Birc2,Map3k7,Tab2,Tab3,Map2k4,Mapk8,Itch,Cflar,Chuk,Nfkb1,Map3k8,Map2k1,Mapk1,Creb1,Creb3l2,Atf2,Atf4,Dnm1l,Fas,Socs3,Fos,Icam1,Vcam1,Pik3ca,Pik3r1,Akt3"
"Tnfrsf1a" "mmu04668" "Birc3,Map2k3,Nfkbia,Ripk3,Ccl2,Cxcl1,Cxcl2,Cxcl10,Csf1,Il1b,Il6,Tnfaip3,Ptgs2,Traf3"
"Tnfrsf1a" "mmu04668" "Tab1,Pik3r2,Akt2"
"Tnfrsf1a" "mmu04668" "Map2k7,Ikbkb"
"Tnfrsf1a" "mmu04668" "Jun,Map3k5"
"Tnfrsf1a" "mmu04668" "Mapk14,Mlkl,Casp8,Casp3,Mmp3,Mmp14"
"Tnfrsf1a" "mmu04668" "Cebpb,Junb"
"Tnfrsf1a" "mmu04668" "Creb3,Creb3l1"
"Tnfrsf1a" "mmu04668" "Pgam5"
"Tnfrsf1a" "mmu04668" "Fadd,Casp7"
"Tnfrsf1a" "mmu04920" "Tnf,Tnfrsf1a,Tnfrsf1b,Nfkbie,Rela,Stat3,Prkab1,Pck2,Cpt1a"
"Tnfrsf1a" "mmu04920" "Tradd,Traf2,Nfkbib,Irs2,Akt1,G6pc3,Rxra,Stk11,Camkk2,Slc2a1"
"Tnfrsf1a" "mmu04920" "Mtor,Adipor2"
"Tnfrsf1a" "mmu04920" "Mapk8,Chuk,Nfkb1,Socs3,Akt3,Acsl4,Acsl3,Prkaa1,Ptpn11,Adipor1"
"Tnfrsf1a" "mmu04920" "Mapk9,Ikbkb,Ikbkg,Prkab2,Prkag2"
"Tnfrsf1a" "mmu04920" "Nfkbia,Acsl1,Acsl5,Jak2,Prkag1"
"Tnfrsf1a" "mmu04920" "Akt2"
"Tnfrsf1a" "mmu04920" "Cd36"
"Tnfrsf1a" "mmu04920" "Rxrb"
"Tnfrsf1a" "mmu04931" "Rps6ka3,Ptpn11,Il6,Socs3,Nfkb1,Prkag1,Mlx"
"Tnfrsf1a" "mmu04931" "Rps6ka2,Ppp1cc,Mtor,Mapk9,Ikbkb,Prkag2,Foxo1"
"Tnfrsf1a" "mmu04931" "Ppp1ca,Pik3cd,Gys1,Prkab1,Pygl,Pck2,Akt2"
"Tnfrsf1a" "mmu04931" "Ppp1cb,Insr,Pik3ca,Pik3r1,Rps6kb1,Gsk3b,Mapk8,Prkaa1,Prkab2,Pdpk1,Akt3,Pten,Mgea5,Ogt,Creb1,Creb3l2"
"Tnfrsf1a" "mmu04931" "Ptpn1,Rps6kb2,Stat3,Tnf,Tnfrsf1a,Rela,Prkcd,Mlxip,Cpt1a,Crtc2"
"Tnfrsf1a" "mmu04931" "Pik3r2,Slc27a1,Nr1h3"
"Tnfrsf1a" "mmu04931" "Nfkbia,Tbc1d4"
"Tnfrsf1a" "mmu04931" "Slc27a4,Srebf1,Irs2,G6pc3,Nr1h2,Akt1,Slc2a1"
"Tnfrsf1a" "mmu04931" "Cd36,Pygm"
"Tnfrsf1a" "mmu04931" "Pygb,Creb3,Creb3l1"
"Tnfrsf1a" "mmu04931" "Gfpt1"
"Tnfrsf1a" "mmu04932" "Il6,Socs3,Nfkb1,Adipor1,Atf4,Ndufs1"
"Tnfrsf1a" "mmu04932" "Tnf,Irs2,Pik3cd,Il1b,Bid,Cox5a"
"Tnfrsf1a" "mmu04932" "Tnfrsf1a,Rela,Akt1,Gsk3a,Rxra,Prkab1,Map3k11"
"Tnfrsf1a" "mmu04932" "Insr,Pik3ca,Pik3r1,Akt3,Gsk3b,Prkaa1,Mapk8,Itch,Map3k5,Jun,Eif2ak3,Fas"
"Tnfrsf1a" "mmu04932" "Pik3r2,Akt2,Nr1h3,Cebpa,Tgfb1,Ndufv2,Ndufv3,Ndufa1,Ndufa2,Ndufa3,Ndufa5,Ndufa6,Ndufa7,Ndufa9,Ndufa10,Ndufab1,Ndufa11,Ndufa12,Ndufa13,Ndufb2,Ndufb3,Ndufb4,Ndufb5,Ndufb7,Ndufb8,Ndufb9,Ndufb10,Ndufb11,Ndufs2,Ndufs3,Ndufs6,Ndufs7,Ndufs8,Ndufc1,Ndufc2,Sdhb,Uqcrc1,Uqcrh,Uqcrb,Uqcrq,Uqcr10,Uqcr11,Cox4i1,Cox5b,Cox6a1,Cox6b1,Cox6c,Cox7a1,Cox7a2l,Cox7c,Cox8a"
"Tnfrsf1a" "mmu04932" "Srebf1,Mlx,Prkag1,Cdc42,Traf2,Eif2s1,Bax,Cycs,Ndufv1,Ndufa4,Ndufa8,Ndufb6,Ndufs4,Ndufs5,Sdhc,Sdhd,Cyc1,Cox7a2,Cox7b"
"Tnfrsf1a" "mmu04932" "Mlxip,Adipor2,Rac1,Ern1"
"Tnfrsf1a" "mmu04932" "Prkab2,Prkag2,Mapk9,Ikbkb"
"Tnfrsf1a" "mmu04932" "Xbp1,Ddit3"
"Tnfrsf1a" "mmu04932" "Bcl2l11"
"Tnfrsf1a" "mmu04932" "Casp8,Casp3,Sdha,Uqcrfs1,Uqcrc2"
"Tnfrsf1a" "mmu04932" "Casp7"
"Tnfrsf1a" "mmu04932" "Ndufa4l2"
"Tnfrsf1a" "mmu05010" "Adam10,Adam17,App,Bace1,Ppp3ca,Gnaq,Itpr1,Itpr2,Atp2a2,Ern1,Eif2ak3,Gsk3b"
"Tnfrsf1a" "mmu05010" "Nae1,Atp5j,Calm1,Calm2,Ppp3cb,Ppp3r1"
"Tnfrsf1a" "mmu05010" "Gapdh,Ncstn,Lrp1,Tnfrsf1a,Bid,Tnf,Il1b"
"Tnfrsf1a" "mmu05010" "Rtn3,Aph1b"
"Tnfrsf1a" "mmu05010" "Rtn4,Ndufs1,Sdha,Uqcrfs1,Uqcrc2,Atp5a1,Atp5b,Casp8,Apaf1,Casp3,Mapk1,Atf6,Capn2"
"Tnfrsf1a" "mmu05010" "Psenen,Psen2,Cox7a2l,Apoe,Calml4,Casp9,Cdk5"
"Tnfrsf1a" "mmu05010" "Psen1,Fadd,Plcb3,Casp7"
"Tnfrsf1a" "mmu05010" "Aph1a,Ndufv1,Ndufa4,Ndufa8,Ndufs5,Sdhc,Sdhd,Cyc1,Cox7b,Atp5g1,Atp5g2,Atp5g3,Calm3"
"Tnfrsf1a" "mmu05010" "Ide"
"Tnfrsf1a" "mmu05010" "Ndufv2,Ndufv3,Ndufa2,Ndufa3,Ndufa5,Ndufa6,Ndufa7,Ndufa9,Ndufa10,Ndufab1,Ndufa11,Ndufa12,Ndufa13,Ndufb2,Ndufb3,Ndufb4,Ndufb5,Ndufb7,Ndufb8,Ndufb9,Ndufb10,Ndufb11,Ndufs2,Ndufs3,Ndufs6,Ndufs7,Ndufs8,Ndufc1,Ndufc2,Sdhb,Uqcrc1,Uqcrh,Uqcrq,Uqcr10,Uqcr11,Cox4i1,Cox5a,Cox5b,Cox6a1,Cox6b1,Cox6c,Cox7a1,Cox7c,Cox8a,Atp5c1,Atp5d,Atp5e,Atp5f1,Atp5h,Atp5o,Hsd17b10,Bad,Capn1"
"Tnfrsf1a" "mmu05010" "Ndufa1,Ndufb6,Ndufs4,Uqcrb,Cox7a2,Ppp3cc,Cycs"
"Tnfrsf1a" "mmu05010" "Ndufa4l2"
"Tnfrsf1a" "mmu05010" "Lpl,Fas"
"Tnfrsf1a" "mmu05010" "Mapk3,Itpr3"
"Tnfrsf1a" "mmu05014" "Trp53,Bid,Tnf,Tnfrsf1a,Tnfrsf1b,Daxx,Map2k3,Als2,Gpx1"
"Tnfrsf1a" "mmu05014" "Ppp3cc,Derl1"
"Tnfrsf1a" "mmu05014" "Ppp3ca,Ppp3cb,Ppp3r1,Map3k5,Rab5a"
"Tnfrsf1a" "mmu05014" "Bcl2,Bcl2l1"
"Tnfrsf1a" "mmu05014" "Bax,Bad,Cycs,Tomm40,Tomm40l,Ccs"
"Tnfrsf1a" "mmu05014" "Apaf1,Casp3,Mapk14,Cat,Rac1"
"Tnfrsf1a" "mmu05014" "Casp9"
"Tnfrsf1a" "mmu05014" "Sod1,Map2k6"
"Tnfrsf1a" "mmu05142" "Tlr4,Myd88,Irak1,Traf6,Map2k4,Mapk8,Mapk1,Fos,Chuk,Nfkb1,Ppp2cb,Ifngr1,Gnaq,Gnai3,Gnas,Pik3r1,Pik3ca,Akt3,Tgfbr1,Fas,Cflar"
"Tnfrsf1a" "mmu05142" "Ticam1,Mapk3,Rela,Ccl5,Tnf,Ccl3,Il1b,Ppp2r1a,Tnfrsf1a,C1qa,C1qc,Gnai2,Pik3cd"
"Tnfrsf1a" "mmu05142" "Tlr2,Ifngr2,C3"
"Tnfrsf1a" "mmu05142" "Irak4,Tgfb1,Plcb3,Fadd"
"Tnfrsf1a" "mmu05142" "Mapk9,Mapk14,Ikbkg,Ppp2r2d,Ppp2r2a,Ppp2ca,Smad2,Casp8"
"Tnfrsf1a" "mmu05142" "Jun,Ikbkb,Tgfb3,Ace,Tgfbr2,Smad3"
"Tnfrsf1a" "mmu05142" "Nfkbia,Ccl2,Il6,Ppp2r1b,Calr,Serpine1"
"Tnfrsf1a" "mmu05142" "Gna11,Akt1"
"Tnfrsf1a" "mmu05142" "Pik3r2,Akt2"
"Tnfrsf1a" "mmu05145" "Ifngr1,Map3k7,Mapk8,Chuk,Birc2,Xiap,Tlr4,Hspa8,Itga6,Itgb1,Gnai3,Pik3ca,Pik3r1,Pdpk1,Akt3"
"Tnfrsf1a" "mmu05145" "Ifngr2,Tlr2"
"Tnfrsf1a" "mmu05145" "Jak1,Jak2,Traf6,Tab2,Mapk1,Mapk14,Birc3,Lama4,Lamb1,Lamc1,Casp8,Casp3"
"Tnfrsf1a" "mmu05145" "Stat1,Igtp,Irak4,Mapk3,Rela,Tnfrsf1a,Gnai2,Akt1,Tyk2,Stat3,Tgfb1"
"Tnfrsf1a" "mmu05145" "H2-Aa,H2-Ab1,H2-Eb1,H2-DMa,Tnf,Pik3cd,Ppif"
"Tnfrsf1a" "mmu05145" "Irgm1,Myd88,Irak1,Map2k3,Nfkb1"
"Tnfrsf1a" "mmu05145" "Socs1,Nfkbib,Bad"
"Tnfrsf1a" "mmu05145" "Tab1,Casp9,Pik3r2,Akt2"
"Tnfrsf1a" "mmu05145" "Mapk9,Map2k6,Ikbkb,Ikbkg"
"Tnfrsf1a" "mmu05145" "Nfkbia,Bcl2l1,Ldlr,Cycs"
"Tnfrsf1a" "mmu05145" "Bcl2,Hspa1l,Hspa1a,Hspa2,Hspa1b,Lamb2,Il10rb,Tgfb3"
"Tnfrsf1a" "mmu05145" "Ly96"
"Tnfrsf1a" "mmu05152" "Tnf,H2-Aa,H2-Ab1,H2-Eb1,H2-DMa,Cd74,Ctss,Fcer1g,Syk,Cd14,Il1b,Ctsd,Atp6v0a1,Tcirg1,Atp6v0d1,Fcgr3"
"Tnfrsf1a" "mmu05152" "Tnfrsf1a,Tradd,Bax,Akt1,Bad,Rfxank,Nfyc,Rela,Mapk3,Sphk2,Calm3,Rab5c"
"Tnfrsf1a" "mmu05152" "Fadd,Bid,Stat1,Irak4,Cebpb,Tgfb1,Atp6v0c"
"Tnfrsf1a" "mmu05152" "Casp8,Rfx5,Mapk14"
"Tnfrsf1a" "mmu05152" "Casp3,Apaf1,Ifngr2,Jak1,Jak2,Tirap,Myd88,Irak1,Traf6,Mapk1,Raf1,Mrc2"
"Tnfrsf1a" "mmu05152" "Cycs,Bcl10,Hspa9,Hspd1,Il6,Atp6v1h"
"Tnfrsf1a" "mmu05152" "Casp9,Akt2,Calml4"
"Tnfrsf1a" "mmu05152" "Akt3,Camk2d,Camk2g,Ifngr1,Nfya,Creb1,Crebbp,Ep300,Malt1,Lbp,Tlr4,Nfkb1,Mapk8,Cebpg,Arhgef12,Tgfb3,Rab5a,Rab5b,Eea1,Rab7,Lamp2,Ppp3ca,Ppp3cb,Ppp3r1"
"Tnfrsf1a" "mmu05152" "Bcl2,Nfyb,Il10rb,Mapk9,Rhoa,Calm1,Calm2,Pik3c3"
"Tnfrsf1a" "mmu05152" "Rfxap,Atp6v0b"
"Tnfrsf1a" "mmu05152" "Ripk2,Atp6v0a2"
"Tnfrsf1a" "mmu05152" "Tlr2,C3,Atp6ap1,Lamp1,Ppp3cc"
"Tnfrsf1a" "mmu05152" "Irak2,Plk3,Sphk1"
"Tnfrsf1a" "mmu05152" "Camp"
"Tnfrsf1a" "mmu05160" "Ldlr,Traf3,Tlr3,Traf6,Ripk1,Nfkbia,Eif2ak4,Jak1,Ppp2r1b,Nras,Mapk14,Mapk1"
"Tnfrsf1a" "mmu05160" "Scarb1,Oas1b,Mavs,Ticam1,Rela,Tyk2,Ppp2r1a,Grb2,Mapk3,Akt1,Trp53,Tnf,Rxra"
"Tnfrsf1a" "mmu05160" "Cd81"
"Tnfrsf1a" "mmu05160" "Oas1a,Oas2,Ddx58,Irf7,Eif2ak1,Stat3,Ifit1,Ifnar1,Ifnar2,Stat1,Stat2,Irf9,Pik3cd,Tnfrsf1a,Psme3"
"Tnfrsf1a" "mmu05160" "Tbk1,Chuk,Nfkb1,Eif2ak2,Eif2ak3,Irf1,Socs3,Ppp2cb,Sos1,Sos2,Kras,Braf,Raf1,Araf,Mapk8,Pik3r1,Pik3ca,Pdpk1,Akt3,Gsk3b"
"Tnfrsf1a" "mmu05160" "Irf3,Bad,Cdkn1a,Traf2,Tradd"
"Tnfrsf1a" "mmu05160" "Ikbkb,Ikbkg,Eif3e,Ppp2r2d,Ppp2r2a,Ppp2ca,Pias1,Mapk9"
"Tnfrsf1a" "mmu05160" "Eif2s1"
"Tnfrsf1a" "mmu05160" "Pik3r2,Akt2,Nr1h3"
"Tnfrsf1a" "mmu05164" "Oas1a,Oas2,Oas1b,Map2k3,Ddx58,Nlrx1,Rela,Trim25,Ticam1,Pik3cd,Irak4,Irf7,Il1b,Tnf,Ccl2,Ccl5,Cxcl10,Tyk2,Stat1,Stat2,Irf9,Adar,Pml,H2-Aa,H2-Ab1,H2-Eb1,H2-DMa,Pycard,Tnfrsf10b,Tnfrsf1a,Vdac1,Kpna2,Ddx39b,Rsad2,Rae1"
"Tnfrsf1a" "mmu05164" "Dnajb1,Dnajc3,Hspa8,Eif2ak2,Eif2ak3,Eif2ak4,Map2k4,Mapk8,Atf2,Ifih1,Nfkb1,Tlr3,Tbk1,Crebbp,Ep300,Pik3r1,Pik3ca,Akt3,Tlr4,Myd88,Il6,Icam1,Jak1,Socs3,Ifngr1,Jak2,Fas,Gsk3b,Kpna1,Xpo1,Agfg1,Raf1,Map2k1,Mapk1,Actg1,Ivns1abp,Nup98"
"Tnfrsf1a" "mmu05164" "Hspa1l,Hspa1a,Hspa2,Hspa1b,Jun,Irf3"
"Tnfrsf1a" "mmu05164" "Eif2ak1,Map2k6,Mapk14,Map2k7,Ikbkb,Ifnar2,Mx2,Nxf1,Hnrnpul1"
"Tnfrsf1a" "mmu05164" "Eif2s1,Nfkbia,Cycs,Fdps,Pabpn1,Nxt1"
"Tnfrsf1a" "mmu05164" "Mapk9,Nxt2"
"Tnfrsf1a" "mmu05164" "Mavs,Mapk3,Actb"
"Tnfrsf1a" "mmu05164" "Nfkbib,Akt1,Map2k2,Cpsf4,Furin"
"Tnfrsf1a" "mmu05164" "Pik3r2,Akt2,Casp9"
"Tnfrsf1a" "mmu05164" "Ifnar1,Il33"
"Tnfrsf1a" "mmu05164" "Ifngr2"
"Tnfrsf1a" "mmu05166" "Tgfb1,Kat5,Stat5b,Fzd7,Pik3r2,Gps2"
"Tnfrsf1a" "mmu05166" "Tgfb3,Mras,Elk4,Crebbp"
"Tnfrsf1a" "mmu05166" "Slc2a1,Ccnd2,Cdkn1a,Dvl1,Bcl2l1,Adcy9"
"Tnfrsf1a" "mmu05166" "Nrp1,Vcam1,Icam1,Trrap,Xpo1,H2-Q4,Ppp3ca,Ppp3cb,Ppp3r1,Nfatc3,Canx,Kras,Cdc27,Fzd1,Fzd5,Gsk3b,Ctnnb1,Apc,Dlg1,Pik3r1,Pik3ca,Akt3,Map3k1,Map2k4,Map3k3,Chuk,Nfkb1,Il15ra,Xiap,Ets1,Fos,Egr1,Egr2,Prkacb,Creb1,Crem,Atf1,Atf2,Atf3,Ep300,Kat2b,Tgfbr1,Tgfbr2,Smad4,Atr,Trp53inp1,Mapk8"
"Tnfrsf1a" "mmu05166" "Tln1,Ranbp3,H2-Q1,H2-Q7,H2-D1,H2-K1,Gm11127,Gm7030,Stat5a,Tspo,Anapc2,Pold1,Pold2,Pold4,Ccnd3,Akt1,Tnfrsf1a,Rela,Ltbr,Map3k14,Relb,Nfkb2,Srf,Prkaca,Tcf3,Trp53,Bax"
"Tnfrsf1a" "mmu05166" "Myc,Jak1,Anapc1,Pdgfa,Pdgfrb,Ets2"
"Tnfrsf1a" "mmu05166" "Ran,H2-T10,Calr,Fdps,Rras2,Vdac1,Slc25a4,Slc25a5,Vdac2,Vdac3,Vac14,Ranbp1,Mad2l1,Bub1b,Bub3,Cdc20,Anapc7,Pcna,Pold3,Pole2,Pole3,Pole4,Ccnd1,Cdk4,E2f1,Kat2a,Cdkn2c,Mybl2,Chek2,Ccnb2"
"Tnfrsf1a" "mmu05166" "H2-M3,Elk1"
"Tnfrsf1a" "mmu05166" "H2-Q10,H2-T9,Il2rg,Pik3cd,Tnf,H2-Aa,H2-Ab1,H2-Eb1,H2-DMa,Adcy3"
"Tnfrsf1a" "mmu05166" "H2-T22"
"Tnfrsf1a" "mmu05166" "H2-T23,Dvl3,Adcy4,Crtc1,Crtc2,Crtc3"
"Tnfrsf1a" "mmu05166" "H2-T24,Cdc23"
"Tnfrsf1a" "mmu05166" "Ppp3cc,Anapc10,Rb1,Ikbkg,Nfyb,Tbp,Tbpl1,Polb,Smad2"
"Tnfrsf1a" "mmu05166" "Nfatc1,Anapc5,Jun,Ikbkb,Zfp36,Smad3"
"Tnfrsf1a" "mmu05166" "Nras,Anapc4,Cdc16,E2f3,Nfkbia,Il6,Atf4"
"Tnfrsf1a" "mmu05166" "Rras,Anapc11,Pttg1,Dvl2,Akt2"
"Tnfrsf1a" "mmu05166" "Cdc26"
"Tnfrsf1a" "mmu05166" "Il1r2"
"Tnfrsf1a" "mmu05166" "Adcy7,Xbp1"
"Tnfrsf1a" "mmu05168" "Tnfrsf14"
"Tnfrsf1a" "mmu05168" "Traf2,Traf5,Rela,Myd88,Mcrs1,Trp53,Daxx,Cdk2,Taf5l,Tap2,H2-Q1,H2-T22,Gm11127,Gm7030,Socs3"
"Tnfrsf1a" "mmu05168" "Traf3,Nfkbia,Ccl2,Eif2s1,Taf4b,Med8,Alyref,Cycs"
"Tnfrsf1a" "mmu05168" "Mapk8,Chuk,Map3k7,Tbk1,Il6,Ppp1cb,Skp1a,Cul1,Srsf1,Srsf3,Srsf7,Csnk2a1,Hcfc2,Taf13,Hnrnpk,Fas,Clock"
"Tnfrsf1a" "mmu05168" "Mapk9,Ikbkg,Ppp1cc,Tbp,Tbpl1,Taf5"
"Tnfrsf1a" "mmu05168" "Jun,Eif2ak3,Ifngr1,Arntl"
"Tnfrsf1a" "mmu05168" "Fos,Ptpn11,Traf6,Tab2,Tlr3,Ifih1,Usp7,Eif2ak2,Eif2ak4,Srsf5,Srsf6,Nxf1,Jak1,Jak2,Casp3"
"Tnfrsf1a" "mmu05168" "Ikbkb,Eif2ak1,Ppp1ca,Ube2r2,Eef1d,Gltscr2,Srpk1,Srsf9,Srsf4,Csnk2a2,Csnk2b,Taf6l,Taf3,H2-T24,Ifnar2,Fadd,Casp8"
"Tnfrsf1a" "mmu05168" "Nfkbib,Tab1,Irf3,Cdc34,Taf10,Alyref2,H2-Q7,H2-T23"
"Tnfrsf1a" "mmu05168" "Nfkb1,Mavs,Crebbp,Ep300,Per1"
"Tnfrsf1a" "mmu05168" "Tlr2,C3,Ifngr2"
"Tnfrsf1a" "mmu05168" "Ticam1,Ccl5,Tnf,Il1b,Oas1b,H2-Aa,H2-Ab1,H2-Eb1,H2-DMa,Cd74,H2-Q10,Tyk2"
"Tnfrsf1a" "mmu05168" "Irf7,Ddx58,Ifit1,Oas1a,Oas2,Polr2a,Pml,Sp100,Cdk1,Hcfc1,Taf6,Gtf2i,Gtf2ird1,Tap1,H2-T9,H2-T10,H2-D1,H2-K1,H2-Q4,Ifnar1,Stat1,Stat2,Irf9,Tnfrsf1a"
"Tnfrsf1a" "mmu05168" "Skp2,Srsf2,Taf9b,Hmgn1,C1qbp"
"Tnfrsf1a" "mmu05168" "H2-M3"
"Tnfrsf25" "mmu04060" "Cxcl1,Csf1,Il1rap"
"Tnfrsf25" "mmu04060" "Cxcl2,Cxcl10,Cxcl16,Cxcl14,Ccl2,Ccl4,Ccl3,Ccl7,Ccl5,Ccl8,Ccl9,Clcf1,Tnf,Il1b,Il4ra,Csf2ra,Il2rg,Tnfrsf10b,Tnfrsf1b,Tnfrsf1a,Il17ra"
"Tnfrsf25" "mmu04060" "Cxcl12,Il6st,Pdgfrb,Acvr1b"
"Tnfrsf25" "mmu04060" "Ccl11,Vegfa,Bmp2,Il1r2"
"Tnfrsf25" "mmu04060" "Ccl27a,Vegfb,Flt3l,Tgfb1,Il11ra1,Ifnar2,Il10rb,Tnfrsf21"
"Tnfrsf25" "mmu04060" "Il6,Kitl,Il13ra1,Il15ra,Tnfrsf12a,Fas,Tgfbr1,Acvr2a,Bmpr2"
"Tnfrsf25" "mmu04060" "Tslp"
"Tnfrsf25" "mmu04060" "Pdgfa,Tnfsf9,Ifngr2"
"Tnfrsf25" "mmu04060" "Tnfsf12,Il3ra,Crlf2,Ltbr"
"Tnfrsf25" "mmu04060" "Tnfsf13,Cxcr4,Tnfrsf14"
"Tnfrsf25" "mmu04060" "Tgfb3,Lifr,Ifnar1,Ifngr1,Tgfbr2,Acvr1"
"Lrp6" "mmu04150" "Slc7a5,Slc3a2,Lamtor1,Rptor,Akt1s1,Mlst8,Eif4ebp1,Sesn2,Strada,Stk11,Dvl2,Tnf,Map2k2,Pik3cd,Akt1"
"Lrp6" "mmu04150" "Atp6v1a,Atp6v1b2,Atp6v1h,Flcn,Rragc,Nras"
"Lrp6" "mmu04150" "Atp6v1c1,Atp6v1d,Atp6v1e1,Lamtor3,Lamtor5,Nprl2,Rhoa"
"Lrp6" "mmu04150" "Atp6v1f,Atp6v1g1,Lamtor2,Lamtor4"
"Lrp6" "mmu04150" "Fnip1,Rraga,Deptor,Clip1,Grb10,Ulk2,Rps6kb1,Mios,Seh1l,Cab39,Prkaa1,Tsc1,Rheb,Fzd1,Fzd5,Lrp6,Gsk3b,Insr,Igf1r,Sos1,Sos2,Kras,Braf,Raf1,Mapk1,Rps6ka3,Pik3r1,Pik3ca,Pten,Pdpk1,Akt3,Chuk,Mapkap1,Rictor,Sgk1"
"Lrp6" "mmu04150" "Fnip2,Mtor,Tti1,Eif4b,Depdc5,Wdr59,Rps6ka2"
"Lrp6" "mmu04150" "Telo2,Sec13,Map2k1"
"Lrp6" "mmu04150" "Ulk1,Ulk3,Stradb,Fzd7,Ikbkb,Igf1,Pik3r2,Lpin1"
"Lrp6" "mmu04150" "Eif4e,Cab39l"
"Lrp6" "mmu04150" "Eif4e2,Rps6,Skp2,Tbc1d7,Akt2"
"Lrp6" "mmu04150" "Rps6kb2,Nprl3,Wdr24,Tsc2,Lrp5,Dvl3,Tnfrsf1a,Mapk3"
"Lrp6" "mmu04150" "Ddit4,Dvl1,Grb2,Prr5"
"Lrp6" "mmu04310" "Porcn"
"Lrp6" "mmu04310" "Serpinf1,Fzd7,Tcf7l2,Nlk,Siah1a,Btrc,Invs,Daam1,Rhoa,Mapk9,Camk2d,Smad3"
"Lrp6" "mmu04310" "Fzd1,Fzd5,Lrp6,Csnk1e,Csnk2a1,Gsk3b,Ctnnb1,Apc,Csnk1a1,Chd8,Ctbp2,Ep300,Smad4,Map3k7,Prkacb,Cacybp,Skp1a,Tbl1x,Fbxw11,Cul1,Rock2,Rac1,Mapk8,Camk2g,Ppp3ca,Ppp3cb,Ppp3r1,Nfatc3"
"Lrp6" "mmu04310" "Lrp5,Dvl3,Crebbp,Plcb3,Nfatc1"
"Lrp6" "mmu04310" "Bambi"
"Lrp6" "mmu04310" "Dvl1,Jun"
"Lrp6" "mmu04310" "Dvl2,Ctbp1"
"Lrp6" "mmu04310" "Csnk2a2,Csnk2b,Psen1,Rbx1"
"Lrp6" "mmu04310" "Senp2,Tbl1xr1"
"Lrp6" "mmu04310" "Axin1,Ccnd2,Ccnd3"
"Lrp6" "mmu04310" "Ctnnbip1"
"Lrp6" "mmu04310" "Ruvbl1,Ccnd1"
"Lrp6" "mmu04310" "Myc"
"Lrp6" "mmu04310" "Ppard,Prkaca,Trp53"
"Lrp6" "mmu04310" "Siah1b"
"Lrp6" "mmu04310" "Ppp3cc"
"Lrp6" "mmu05224" "Ncoa1,Fgfr1,Heyl"
"Lrp6" "mmu05224" "Ncoa3,Jun,Igf1,Araf,Hes1,Hey1,Fzd7,Dvl1,Tcf7l2"
"Lrp6" "mmu05224" "Fos,Sp1,Sos1,Sos2,Kras,Braf,Raf1,Map2k1,Mapk1,Pik3ca,Pik3r1,Pten,Akt3,Rps6kb1,Jag1,Fzd1,Fzd5,Lrp6,Gsk3b,Axin1,Apc,Ctnnb1,Csnk1a1,E2f3"
"Lrp6" "mmu05224" "Ccnd1"
"Lrp6" "mmu05224" "Myc,Map2k2,Pik3cd,Akt1,Nfkb2,Trp53,Cdk4,E2f1"
"Lrp6" "mmu05224" "Igf1r,Shc1,Grb2,Notch1,Lrp5,Dvl3"
"Lrp6" "mmu05224" "Nras,Notch2,Rb1"
"Lrp6" "mmu05224" "Mapk3,Rps6kb2"
"Lrp6" "mmu05224" "Pik3r2,Akt2"
"Lrp6" "mmu05224" "Mtor"
"Lrp6" "mmu05224" "Cdkn1a,Dvl2"
"Procr" "mmu04610" "Thbd,Procr"
"Procr" "mmu04610" "F2r,Pros1,Plat,C1ra,Cfh,Serping1,Clu,Vtn"
"Procr" "mmu04610" "Tfpi,Serpine1,Plau,Plaur"
"Procr" "mmu04610" "Cfb,C3,C1qa,C1qc"
"Ntrk2" "mmu04010" "Cacnb3,Mras"
"Ntrk2" "mmu04010" "Prkaca,Tgfb1,Tab1,Map3k12,Map3k4,Map2k6,Dusp7,Map2k5"
"Ntrk2" "mmu04010" "Prkacb,Gng12,Ppp3ca,Ppp3cb,Ppp3r1,Rapgef2,Nf1,Rasa1,Rasa2,Rap1a,Fgfr1,Sos1,Sos2,Kras,Braf,Rps6ka3,Atf4,Elk4,Fos,Tgfb3,Tgfbr1,Tgfbr2,Fas,Cdc42,Gadd45a,Tab2,Map4k3,Pak2,Stk3,Map3k8,Map3k1,Map3k2,Map3k3,Map3k5,Map3k7,Taok1,Map2k4,Crk,Crkl,Mapk8,Atf2,Mef2c,Akt3,Ppm1a,Dusp1,Dusp8,Dusp16,Dusp3,Hspa8,Chuk,Nlk"
"Ntrk2" "mmu04010" "Gna12,Map2k2,Mapk3,Srf,Tnfrsf1a,Traf2,Daxx,Ecsit,Map2k3,Mapkapk2,Rps6ka4,Cdc25b,Trp53,Akt1,Map3k14,Nfkb2,Rela,Relb"
"Ntrk2" "mmu04010" "Ppp3cc,Rap1b,Lamtor3,Stk4,Mapk9,Mapkapk5,Max,Dusp6,Ppm1b,Ikbkb,Ikbkg"
"Ntrk2" "mmu04010" "Pdgfa,Pdgfrb"
"Ntrk2" "mmu04010" "Grb2,Rras,Map3k11,Jund,Mapk7"
"Ntrk2" "mmu04010" "Nras,Raf1,Mapk1,Myc,Rac1,Casp3,Traf6,Map4k4,Mapk14,Nfatc3"
"Ntrk2" "mmu04010" "Rras2,Stmn1"
