tracking_id	Endothelium.D0.NTX	Endothelium.1D.NTX	Endothelium.2D.NTX	Endothelium.3D.NTX	Endtoehlium.5D.NTX	Endothelium.6D.NTX	Endothelium.7D.NTX	Endothelium.10D.NTX
C8g	0.169557	0.13293	0.734709	0.720009	0.918917	1.10128	1.53292	1.53
C9	0.105348	0.001	0.001	0.001	0.162777	0.001	0.001	0.224685
C920006O11Rik	1.00779	0.63412	0.001	0.315543	0.203438	0.962132	1.25179	0.959228
C920009B18Rik	0.0259613	0.0661262	0.001	0.001	0.269662	0.0169838	0.598471	0.0357844
C920021L13Rik	0.252229	0.0371109	0.001	0.0739198	0.167055	0.280155	0.128451	0.493929
C920025E04Rik	2.2644	2.64204	5.10626	4.3968	6.46355	4.49215	4.48047	3.02205
CK137956	0.0275575	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Caap1	4.08452	0.86234	4.5448	1.42243	4.7615	4.66844	2.13941	3.28816
Cab39	37.017	19.0064	41.9521	16.2936	36.6822	35.5553	15.2212	33.1249
Cab39l	13.9239	9.97539	14.6799	9.36912	10.1666	18.9358	8.475	12.8465
Cabin1	2.7115	8.81876	6.04473	6.85569	8.09285	6.50157	4.54189	9.57283
Cables1	3.64074	4.93092	2.359	3.00207	2.73014	2.36457	2.27777	2.91156
Cables2	23.6946	25.6755	24.5576	23.0222	20.3969	17.7821	11.278	34.8917
Cabp1	14.2923	2.98229	5.07566	6.21487	7.18897	6.66851	7.06297	4.5179
Cabp2	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Cabp4	0.001	0.001	0.107096	0.04558	0.102843	0.0572048	0.0791029	0.0404012
Cabp5	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0325384
Cabp7	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Cabs1	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Cabyr	0.886962	0.307216	0.001	0.117574	0.114802	0.190986	0.088319	0.0941961
Cacfd1	8.57434	5.35462	6.83963	9.03787	5.90482	6.51965	7.36818	7.24352
Cachd1	0.658902	2.50403	3.48671	3.19296	4.37162	3.49639	0.688339	3.4825
Cacna1a	0.0593581	0.120648	0.0535952	0.11294	0.102703	0.0681143	0.460136	0.0955865
Cacna1b	0.001	0.0336965	0.0798257	0.0504676	0.0764418	0.0325891	0.0357405	0.0222757
Cacna1c	0.518854	0.510478	1.25834	0.346517	0.484907	0.0735283	0.136565	0.753347
Cacna1d	0.0861966	0.0258079	0.0638626	0.0579877	0.045858	0.001	0.246564	0.091533
Cacna1e	0.001	0.001	0.0217246	0.00914698	0.0415954	0.001	0.00798613	0.0166189
Cacna1f	0.001	0.001	0.001	0.001	0.001	0.001	0.203269	0.001
Cacna1g	1.32788	0.246635	0.378187	0.315603	0.427969	0.05617	1.10628	0.680419
Cacna1h	1.59129	1.18338	1.56987	1.09526	0.374188	0.2684	0.131203	0.941847
Cacna1i	0.001	0.011924	0.001	0.001	0.0406027	0.001	0.0155919	0.001
Cacna1s	0.0375135	0.104947	0.001	0.466757	0.0865326	0.001	0.14959	0.001
Cacna2d1	0.742039	0.230206	1.76817	0.713425	0.504274	0.18432	0.415036	0.883393
Cacna2d2	0.137265	0.001	0.101665	0.0214173	0.0243204	0.0552748	0.018682	0.0873952
Cacna2d3	0.001	0.001	0.001	0.0325508	0.001	0.001	0.0141849	0.001
Cacna2d4	0.001	0.001	0.001	0.001	0.001	0.0262535	0.00887837	0.00921428
Cacnb1	1.17465	0.767749	1.32645	2.34417	0.356041	0.101393	0.406585	0.461696
Cacnb2	1.23742	0.213198	0.70831	0.0314786	0.107143	0.0404241	0.068603	0.411943
Cacnb3	4.20846	4.65356	5.69967	9.50936	4.05902	2.87416	3.53934	3.59122
Cacnb4	0.183047	0.0595175	0.0881469	0.0817187	0.0675208	0.0864201	0.077801	0.0808456
Cacng1	2.37704	2.86193	2.35347	17.7428	1.50781	1.87609	10.6351	2.21212
Cacng2	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Cacng3	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Cacng4	0.001	0.214306	0.001	0.001	0.001	0.001	0.001	0.123884
Cacng5	0.001	0.0655595	0.001	0.0490569	0.001	0.001	0.001	0.001
Cacng6	0.001	0.001	0.001	0.850018	0.001	0.001	0.001	0.001
Cacng7	0.001	3.28114	3.47347	4.48396	1.37775	0.001	0.758122	1.82461
Cacng8	0.001	0.001	0.001	0.001	0.001	0.001	0.0825622	0.001
Cactin	8.945	15.8698	11.4248	13.7124	9.93335	8.87365	12.9383	10.4442
Cacul1	5.75215	7.82699	11.4665	6.70973	14.8793	12.4767	5.50085	12.3348
Cacybp	29.1683	8.92272	28.1609	7.85826	28.2805	36.634	11.9232	16.4966
Cad	0.75718	13.1099	4.15682	9.47018	8.73096	8.64621	3.44682	4.94358
Cadm1	3.2975	0.482173	0.653101	0.86361	0.560017	0.21394	4.19554	0.391701
Cadm2	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.00554423
Cadm3	6.31831	8.81832	5.38194	8.90062	8.25633	8.72497	3.79831	11.6737
Cadm4	2.15093	1.59735	0.341533	1.56303	0.001	0.0735857	0.302151	0.18138
Cadps	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Cadps2	0.643083	0.256921	0.663919	0.709948	0.63459	0.615217	0.193006	1.02776
Cage1	0.0628188	0.0856547	0.050498	0.149492	0.193619	0.300365	0.0185987	0.30728
Calb1	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Calb2	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Calca	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0709531
Calcb	0.001	0.001	0.001	0.218754	0.001	0.001	0.001	0.001
Calcoco1	21.3548	19.4769	16.7237	34.1542	13.3345	11.6686	14.5609	25.1079
Calcoco2	0.001	0.001	0.001	0.001	0.001	0.001	0.0172826	0.0552831
Calcr	0.0512027	0.001	0.0411405	0.0173805	0.001	0.0445849	0.0151456	0.0156673
Calcrl	22.0525	10.0164	37.3567	12.0067	54.0901	42.4427	5.82659	38.8431
Cald1	84.3841	41.48	82.3643	36.0937	104.525	87.6946	27.0656	57.1458
Calhm1	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Calhm2	3.52656	7.64215	5.77142	7.46243	5.25921	8.93018	13.8843	6.48235
Calm1	371.836	273.528	325.459	230.99	291.771	388.569	276.973	265.092
Calm2	504.425	194.16	339.887	217.192	218.16	344.495	232.455	191.048
Calm3	55.1419	129.451	89.8257	114.338	68.0875	102.04	102.049	73.4935
Calm4	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Calm5	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Calml3	0.001	0.001	0.001	0.0916707	0.001	0.001	0.001	0.001
Calml4	13.663	2.48263	5.61977	3.55156	3.59609	8.25582	8.93118	7.9596
Caln1	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Calr	253.805	939.257	450.282	488.119	455.586	624.909	386.807	375.021
Calr3	0.419009	0.192537	0.722153	0.302651	0.10813	0.781096	0.291913	0.59452
Calr4	0.001	0.001	0.001	0.001	0.001	0.001	0.104597	0.001
Calu	56.4875	117.752	229.538	95.5492	224.446	258.768	115.974	182.343
Caly	0.001	0.001	0.001	0.001	0.001	0.001	0.122933	0.001
Camk1	37.6674	44.3458	42.2696	39.031	37.4052	41.7274	58.0551	32.1345
Camk1d	0.146446	0.0413524	0.215529	0.264247	0.281441	0.181334	0.900717	0.134728
Camk1g	0.0246308	0.001	0.001	0.0503113	0.001	0.0320698	0.262744	0.0225704
Camk2a	0.192643	0.378665	0.232109	1.10568	0.34943	0.287968	0.597918	0.51317
Camk2b	0.133784	0.212225	0.0716236	0.196642	0.0686221	0.038853	0.237347	0.162873
Camk2d	14.4674	9.88641	13.9517	9.1413	13.2325	14.1791	8.24515	16.4631
Camk2g	17.1467	23.4191	18.0365	16.6364	18.3663	15.1841	5.8944	17.6633
Camk2n1	10.0166	5.87906	4.49747	8.99843	3.66687	1.77489	3.45636	4.04246
Camk2n2	3.51645	3.28148	2.066	4.71443	1.40108	1.42369	6.82677	1.00654
Camk4	0.209261	0.122642	0.3049	0.0329785	0.326707	0.362083	0.575646	0.368036
Camkk1	0.738381	5.11861	3.02179	3.30527	7.49705	7.15447	3.12403	5.18617
Camkk2	2.91964	5.38757	3.63341	4.53324	5.19769	5.70222	5.94936	6.34632
Camkmt	2.99813	3.96568	4.58349	3.71979	2.14952	2.90406	2.24379	2.97586
Camkv	0.157438	0.0804539	0.0949068	0.200616	0.001	0.001	0.0698993	0.054165
Caml	24.6302	17.1177	20.6676	18.2153	16.6479	20.1623	9.19387	20.9469
Camp	34.4517	1.3734	0.311284	0.001	0.001	0.318549	113.316	3.65153
Camsap1	1.90906	2.52066	2.17665	2.31855	3.68513	2.55655	1.50021	4.00583
Camsap2	6.76042	6.05237	10.788	5.8787	14.5845	9.66958	1.58159	14.0508
Camsap3	0.451182	0.41812	0.59303	0.764545	0.284064	0.607966	0.509211	1.09305
Camta1	12.549	4.56782	5.61525	6.39274	3.17951	3.85037	9.03348	2.55709
Camta2	4.04139	12.1299	9.00439	8.13559	10.8548	6.99882	9.69975	12.1601
Cand1	6.73854	13.1147	12.0641	12.3972	15.4399	16.3412	11.2863	14.3742
Cand2	0.21498	0.347899	0.385994	2.7023	0.44364	0.405713	0.643712	0.550003
Cant1	17.319	19.4967	16.0514	20.0995	18.0294	18.0122	27.937	21.6555
Canx	56.8445	80.1842	100.18	48.624	106.854	127.665	60.6237	82.919
Cap1	47.8512	208.086	137.603	122.582	140.915	164.757	53.5162	135.811
Cap2	5.81644	0.87374	1.94719	4.9674	1.08215	0.274447	0.559076	0.993972
Capg	108.209	321.371	304.25	242.548	165.501	213.289	363.149	142.907
Capn1	9.56354	35.7033	31.2984	35.5494	22.2309	23.0308	18.0424	29.0807
Capn10	0.810942	2.99804	2.40694	1.95092	2.11488	2.98286	3.54591	2.72723
Capn11	0.678276	1.10151	1.69258	0.286512	0.270454	0.304685	0.478067	1.65078
Capn12	1.29165	1.58092	0.817058	1.27426	1.02795	0.441755	4.34476	1.16517
Capn13	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Capn2	69.8609	123.022	105.52	105.052	88.5682	107.425	47.2444	96.8826
Capn3	0.150379	0.046948	0.001	0.126623	0.479576	0.0597603	0.147061	0.16819
Capn5	2.11436	5.70474	4.64622	8.84422	8.44153	10.4901	4.07974	14.7358
Capn6	0.283154	0.101995	0.281046	13.127	2.46223	1.32731	4.38965	1.23866
Capn7	8.07586	5.46076	12.7775	4.7883	11.6297	10.572	3.73051	14.4324
Capn8	0.001	0.001	0.001	0.001	0.001	0.0326498	0.001	0.001
Capn9	0.13012	0.001	0.001	0.0531852	0.001	0.001	0.001	0.001
Capns1	482.643	581.557	458.059	527.046	304.518	413.457	508.849	352.876
Capns2	0.001	0.001	0.001	0.001	0.153473	0.001	0.295363	0.001
Caprin1	21.647	53.8923	53.5526	39.0801	75.3786	86.0216	24.8023	69.9072
Caprin2	0.215704	0.186272	0.439958	0.371686	0.268277	0.390183	0.382809	0.38085
Caps2	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Capsl	0.001	0.001	0.001	0.001	0.001	0.001	0.321561	0.0648691
Capza1	26.0966	46.167	73.4507	35.3237	85.102	101.288	34.602	78.0102
Capza2	67.6414	43.833	123.146	40.4153	100.95	118.832	40.2893	88.1394
Capza3	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Capzb	254.262	310.181	199.582	232.1	167.491	232.836	492.002	176.129
Car1	0.001	0.001	0.001	0.001	0.127875	0.001	0.049205	0.001
Car10	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Car11	2.81957	0.455463	1.06509	0.906548	0.204555	0.0568988	0.550673	0.160733
Car12	0.0158936	0.129721	0.0383083	0.177967	0.0734119	0.001	0.183312	0.0145947
Car13	1.10882	4.60145	8.34532	3.66942	12.8289	19.029	3.59209	6.86762
Car14	1.73292	1.9854	2.6983	1.66057	2.41136	2.14356	0.892816	2.11026
Car15	0.238399	0.496583	0.577321	0.246741	0.416292	0.688324	0.587378	0.758242
Car2	1.76572	0.997754	1.17064	0.709874	0.962832	4.2646	5.24377	3.03839
Car3	2.06005	0.17015	0.001	0.211721	1.52959	0.0532749	0.698467	0.376051
Car4	226.557	215.705	81.9313	102.769	47.6851	21.9184	29.348	7.70199
Car5a	0.0536724	0.001	0.001	0.001	0.001	0.001	0.0541988	0.001
Car5b	3.50263	4.49381	5.21887	6.43377	5.3583	6.91193	4.6603	7.62622
Car6	0.001	0.001	0.001	0.001	0.001	0.001	0.0833185	0.001
Car7	20.7938	10.3525	16.5207	11.6097	7.40785	5.61101	3.57895	18.8308
Car8	39.5864	17.171	35.1403	9.40712	15.0571	9.56156	2.02181	5.11337
Car9	0.001	0.0644912	0.30302	0.001	0.0726736	0.285174	1.31294	0.287064
Card10	18.2793	41.1825	28.8881	36.8508	34.7903	22.6593	13.2316	38.0919
Card11	0.143028	0.262464	0.103404	0.203711	0.0990672	0.261847	1.68712	0.0656946
Card14	0.0148821	0.0303519	0.0358663	0.0454301	0.001	0.001	0.0528021	0.0273383
Card6	1.07345	2.80661	2.08791	3.26135	3.19423	3.43518	0.665077	4.8727
Card9	0.233279	0.001	0.281831	0.0399233	0.631224	0.100644	3.01649	0.177531
Carf	0.138671	0.331228	1.00349	0.306679	1.49653	0.813	0.0616142	1.44066
Carhsp1	45.9059	101.113	65.5125	87.1686	70.6165	59.998	43.9843	55.6098
Carkd	52.6253	27.2684	32.0058	29.599	18.0593	24.8148	27.95	23.1879
Carm1	1.52601	16.3152	8.64252	12.4103	16.0455	14.8227	1.77078	13.6291
Carns1	1.20229	0.529756	0.536582	0.619241	0.616916	0.873243	1.11909	1.81324
Cars	10.5044	20.5241	13.0394	14.7497	13.1885	18.8179	8.00826	12.757
Cars2	7.04655	8.26177	6.37101	6.55332	6.26756	8.83793	8.2692	4.94719
Cartpt	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Casc1	0.001	0.0243632	0.229578	0.0242913	0.0550274	0.061977	0.0634372	0.130837
Casc3	12.2756	20.2657	11.9224	16.4142	16.2883	15.7744	14.2503	18.894
Casc4	1.24621	0.42414	1.76807	1.15459	0.835912	0.350388	1.3253	0.816737
Casc5	0.001	0.0993797	0.385162	0.279619	0.655737	1.30417	0.001	0.44129
Casd1	7.6143	4.37229	9.61132	5.04973	11.2395	10.977	4.35953	11.5626
Cask	4.04382	3.53375	5.61713	3.2169	5.9582	5.22185	1.99746	5.84224
Caskin1	0.103428	0.191274	0.135882	0.200506	0.173511	0.197132	0.174928	0.198894
Caskin2	13.6438	85.8188	46.0107	57.2893	58.6466	34.7389	6.82225	49.2917
Casp1	10.0048	1.6789	4.83629	2.01401	3.8694	4.85028	3.86867	5.21202
Casp12	9.703	1.89195	9.47354	2.97121	8.81522	9.93265	4.55758	12.156
Casp14	0.001	0.001	0.001	0.0531605	0.001	0.001	0.001	0.001
Casp2	8.81131	11.9638	9.03243	10.4546	11.1058	18.6374	4.05404	17.2771
Casp3	1.56529	13.6166	25.1217	14.4911	27.756	40.6102	0.853929	25.3056
Casp4	26.8208	5.5922	38.9064	8.62148	34.3766	29.5404	9.49985	20.4184
Casp6	13.9351	7.47161	15.8964	11.3333	12.3327	16.5386	21.7702	18.2732
Casp7	21.7741	22.5558	28.6966	26.36	25.667	30.015	7.95999	35.8291
Casp8	28.5386	50.0984	59.4128	32.6757	46.5551	71.1273	25.8586	58.3929
Casp8ap2	1.37903	1.18657	4.64102	0.798751	4.2451	3.29142	0.571629	4.25396
Casp9	3.01062	5.87856	5.10465	4.81889	4.78605	6.13074	3.62342	8.21188
Casq1	2.8978	1.01596	0.556608	3.57613	2.21241	1.70906	2.81538	0.903452
Casq2	18.0433	6.58533	41.0965	15.6794	9.48983	2.99987	2.79371	11.3908
Casr	0.001	0.001	0.001	0.0394246	0.001	0.001	0.001	0.0475061
Cass4	0.001	0.181456	0.196314	0.049747	1.01654	0.270837	2.92117	0.0897302
Cast	14.403	27.3415	49.8326	19.9983	49.8198	48.6718	8.3323	53.0326
Casz1	3.63543	3.81245	3.33313	4.20281	2.70878	1.14335	1.05781	2.83054
Cat	25.702	30.55	35.2744	25.8055	30.6503	40.002	20.7429	38.238
Catsper1	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Catsper2	0.216455	0.194242	0.261173	0.0829761	0.563546	0.140771	0.120325	0.396466
Catsper3	0.488072	0.001	0.13124	0.001	0.001	0.001	0.0485248	0.001
Catsper4	0.001	0.001	0.001	0.001	0.001	0.108172	0.001	0.001
Catsperb	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Catsperd	0.001	0.0480926	0.0566541	0.001	0.0543164	0.001	0.0208722	0.001
Catsperg1	0.0663705	0.001	0.0666602	0.0422371	0.0511004	0.0433536	0.0588937	0.312297
Catsperg2	0.001	0.001	0.0119586	0.00757369	0.0343725	0.001	0.001	0.0478545
Cav1	1187.9	1449.64	2328.5	1062.42	1034.34	1441.96	356.17	1651.66
Cav2	455.742	81.0634	377.902	61.2691	187.747	171.284	20.7286	151.424
Cav3	2.03418	0.0587632	0.001	7.41846	0.131483	0.072602	1.92242	0.0513858
Cbfa2t2	2.64693	3.67344	4.21024	3.31797	5.66314	4.44356	2.68258	5.60485
Cbfa2t3	10.5029	12.6225	8.07247	13.0802	7.80804	4.64073	4.83242	10.47
Cbfb	18.8143	15.6156	31.0639	16.123	39.4812	38.4365	23.5347	25.3336
Cbl	0.539764	6.03337	4.12246	2.8594	11.0775	6.78103	0.519128	13.5973
Cblb	1.32147	4.01328	4.35429	4.20239	8.89035	6.45807	2.99169	7.12376
Cblc	0.001	0.154862	0.0907505	0.001	0.0955193	0.106468	0.1102	0.0375745
Cbll1	2.8681	3.71091	3.15269	2.9081	4.10576	4.80297	2.48565	4.04064
Cbln1	0.0519287	0.001	0.001	0.106124	0.001	0.001	0.069263	0.001
Cbln2	0.001	0.001	0.001	0.0282872	0.001	0.001	0.001	0.001
Cbln3	0.0300101	0.001	0.0298512	0.001	0.0889617	0.00270241	0.0367162	0.0341596
Cbln4	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Cbr1	37.482	23.3888	21.178	23.6826	10.6803	16.3885	21.7015	17.302
Cbr2	6.34226	2.59486	5.38686	4.74757	2.28594	2.59481	12.9632	3.02609
Cbr3	8.16818	6.92184	5.55262	8.50001	6.899	13.8769	21.0852	9.18465
Cbr4	5.36704	2.14927	5.42702	4.33297	4.11906	9.99276	5.2834	8.36215
Cbs	0.0982446	0.0503119	0.236833	0.001	0.170437	0.287847	0.109169	0.202568
Cbwd1	4.11918	2.22527	9.08963	1.98223	5.83612	6.90124	1.71842	4.70105
Cbx1	7.89271	13.8342	18.4829	10.6979	14.7	24.3071	4.25236	23.3602
Cbx2	0.520977	2.07764	0.837129	0.851701	1.75005	2.53768	1.28857	2.29058
Cbx3	66.1212	20.6434	59.2298	28.3088	73.7881	99.2828	68.9428	55.6448
Cbx4	7.20623	5.72482	3.86689	9.07918	4.84345	2.0429	4.47671	3.07502
Cbx5	3.28583	7.12621	6.62898	6.56904	8.44674	13.8021	4.17249	10.2703
Cbx6	18.7508	22.9001	17.6909	17.8441	13.4863	14.3342	32.1255	18.5306
Cbx7	9.5504	5.83388	5.53345	5.69181	3.39262	2.02199	2.66217	4.34199
Cbx8	1.32614	2.36568	2.65379	1.36529	2.01771	1.94762	3.30828	2.29311
Cby1	7.57664	14.4304	18.9152	15.7999	11.6217	19.9046	14.5735	15.9619
Cc2d1a	4.1008	12.767	6.7071	9.9936	6.42764	6.52153	4.7625	7.19577
Cc2d1b	4.1938	5.48299	7.67016	6.26153	7.14176	7.03308	8.11909	7.20035
Cc2d2a	1.56078	1.24033	2.72975	1.23814	2.58986	2.92613	0.937878	3.8431
Ccar1	7.01718	3.54821	12.0819	5.39161	14.6867	13.5828	6.8022	13.8705
Ccbe1	0.111426	0.0309203	0.0244002	0.10289	0.373908	0.0928863	0.592385	0.344642
Ccbl1	2.65588	3.19066	2.39505	4.81743	2.44597	1.66138	1.99442	3.74658
Ccbl2	3.05888	2.1377	2.15571	1.90937	0.814402	1.76047	1.49275	1.18996
Ccbp2	0.667402	0.308317	0.571152	0.153735	0.597274	0.757828	0.401622	1.34251
Ccdc101	46.9295	32.8976	26.2996	29.9248	18.8935	26.9889	23.4626	19.6606
Ccdc102a	13.1695	10.6934	7.49961	14.2394	7.67931	7.36791	13.5149	8.54055
Ccdc103	0.001	0.001	0.001	0.001	0.001	0.133865	0.27591	0.157295
Ccdc104	16.8424	3.67459	24.4039	5.18902	11.0426	14.2857	6.27712	10.3863
Ccdc105	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ccdc106	0.001	0.188696	0.221715	0.0626738	0.0708944	0.11928	0.436003	0.224101
Ccdc107	51.9926	15.2281	11.2701	6.91862	5.42897	10.2003	31.4856	7.76088
Ccdc108	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ccdc109b	9.05435	6.15328	6.71152	9.583	5.65543	13.0519	41.1575	9.84605
Ccdc11	0.32891	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ccdc110	0.091624	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ccdc111	0.777003	1.01452	2.47201	0.964826	3.15807	3.12785	1.73706	2.91133
Ccdc112	2.18186	0.70015	1.96036	0.676414	0.989034	0.80878	0.513037	1.4124
Ccdc113	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0923954
Ccdc114	0.566509	0.328017	0.17827	0.503113	0.113953	0.513116	0.766337	0.51912
Ccdc115	22.3144	12.0392	12.3511	7.71836	10.7527	11.687	17.7406	10.0447
Ccdc116	0.015194	0.0309925	0.001	0.001	0.105306	0.0397225	0.148499	0.139765
Ccdc117	11.9961	11.856	14.9218	10.851	15.5078	16.4861	5.54	21.0629
Ccdc12	91.0717	59.0798	92.0948	59.5469	61.0697	71.0548	138.615	65.5948
Ccdc120	0.616952	1.42473	1.05662	0.89257	1.34993	1.29403	0.734678	1.25223
Ccdc121	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ccdc122	0.001	0.001	0.523902	0.444955	0.837961	0.608912	1.25643	0.825822
Ccdc124	167.486	113.714	61.2304	89.602	33.2301	34.9591	138.927	22.9235
Ccdc125	0.713055	0.72682	1.76668	1.0325	2.09202	3.78974	0.978599	3.99905
Ccdc126	8.21221	4.5534	5.03492	2.40607	4.89029	4.73252	2.02218	4.36096
Ccdc127	8.64493	7.08586	9.15501	4.96413	11.4838	11.4331	4.95545	11.2628
Ccdc129	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ccdc13	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ccdc130	5.61963	3.55702	5.06023	5.18315	3.3031	4.46513	4.43052	4.23781
Ccdc132	3.07293	2.93296	9.31192	3.12246	7.59152	8.86758	2.85569	7.99153
Ccdc134	4.19292	4.15223	5.27761	5.63945	4.85432	5.75839	5.11775	3.97433
Ccdc135	0.001	0.001	0.101979	0.001	0.001	0.001	0.001	0.001
Ccdc136	0.370651	0.0946522	0.40213	0.218947	0.352749	0.411564	0.598349	0.510215
Ccdc137	4.69494	8.31635	4.82289	4.63451	6.93487	6.91368	3.01226	7.21519
Ccdc138	0.465352	0.376327	1.06359	0.125064	1.13309	0.988626	0.217715	0.69577
Ccdc14	0.558516	0.423397	0.897307	0.378801	1.05806	1.77906	0.508047	0.93404
Ccdc141	0.41249	0.158484	0.905193	0.865583	0.253722	0.108114	0.0730832	0.480563
Ccdc142	0.704154	0.836121	0.734179	0.659451	1.27535	0.745114	0.219654	1.36209
Ccdc144b	0.001	0.001	0.001	0.001	0.169081	0.001	0.0216584	0.0446578
Ccdc146	0.0700036	0.001	0.001	0.001	0.001	0.001	0.0155325	0.0160644
Ccdc147	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ccdc148	0.064961	0.001	0.0782905	0.0496015	0.225054	0.127318	0.001	0.193853
Ccdc149	2.55962	2.4859	3.19327	2.15167	3.47372	2.99152	0.68317	5.45432
Ccdc15	0.117562	0.394254	0.566772	0.273627	0.853448	0.811733	0.0745162	0.555071
Ccdc150	0.001	0.001	0.001	0.001	0.001	0.0405109	0.001	0.0284646
Ccdc151	0.001	0.001	0.001	0.0849668	0.001	0.0719848	0.0246399	0.0253635
Ccdc152	0.352313	0.001	0.427906	0.460831	0.618488	0.111713	0.0794229	0.477008
Ccdc153	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ccdc154	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ccdc155	0.001	0.001	0.001	0.028162	0.0637497	0.114174	0.0980041	0.001
Ccdc157	2.14224	2.61987	3.56227	2.2127	4.56745	2.39296	1.06292	6.25406
Ccdc158	0.0162589	0.001	0.001	0.001	0.0375522	0.001	0.001	0.001
Ccdc159	0.123377	0.297277	0.497059	0.718788	0.663714	1.05344	0.807529	1.68979
Ccdc160	0.450913	0.001	0.09907	0.001	0.001	0.159028	0.0365733	0.187082
Ccdc162	0.0218196	0.0223229	0.001	0.001	0.001	0.001	0.096921	0.001
Ccdc163	4.54429	2.7204	6.98661	5.74113	6.83828	7.56567	9.71011	9.73076
Ccdc164	0.001	0.0549919	0.001	0.001	0.001	0.001	0.001	0.001
Ccdc166	1.79355	2.64435	1.15027	2.1233	1.5258	2.12763	1.07896	2.24682
Ccdc167	3.63347	6.7042	7.92484	6.60734	7.16231	9.90816	11.7938	9.16465
Ccdc169	0.0267878	0.001	0.001	0.001	0.001	0.001	0.001	0.0245343
Ccdc17	0.214412	0.440532	0.813395	0.407603	0.212799	0.437594	0.354446	1.03703
Ccdc170	0.056717	0.116407	0.958215	0.0290036	0.393867	0.001	0.001	0.259631
Ccdc171	0.001	0.0395844	0.21844	0.131687	0.089681	0.0508355	0.0229653	0.178514
Ccdc172	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ccdc173	0.574695	0.001	0.867606	0.147364	0.166521	0.372372	0.192061	0.229775
Ccdc174	12.3674	3.27425	12.2899	3.55102	8.27191	9.3894	3.21161	8.36482
Ccdc175	0.182952	0.001	0.001	0.0233407	0.105767	0.0297978	0.0812846	0.001
Ccdc176	0.222519	0.0285365	0.268512	0.001	0.001	0.108502	0.0247434	0.152812
Ccdc177	0.0933484	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ccdc178	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ccdc18	0.001	0.0256112	0.0605788	0.051123	0.145075	0.246764	0.0334349	0.11553
Ccdc19	1.56202	0.31445	1.4761	1.63576	1.88845	2.02588	1.54269	2.73215
Ccdc22	9.48319	14.6984	11.2472	14.8435	7.66863	9.74213	20.5108	8.01892
Ccdc23	99.2759	42.6914	46.6801	60.6618	29.7457	55.2457	204.718	28.8497
Ccdc24	0.854754	0.782016	0.364914	0.103708	0.233723	0.194309	1.30365	0.64109
Ccdc25	10.5994	5.37989	14.9651	5.92085	12.6448	18.6881	5.17563	13.7092
Ccdc27	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ccdc28a	1.96006	0.349355	2.03347	1.04187	0.6515	0.647733	3.76004	1.62989
Ccdc28b	80.3176	22.8975	35.5253	39.9708	21.6515	36.3611	61.8748	40.4974
Ccdc3	38.1257	1.59688	4.2544	6.60012	2.03928	0.913493	1.80834	4.04265
Ccdc30	0.0170504	0.001	0.0822355	0.017364	0.001	0.001	0.0195555	0.06271
