tracking_id	locus	Endothelium D0 NTX	Endothelium 1D NTX	Endothelium 2D NTX	Endothelium 3D NTX	Endtoehlium 5D NTX	Endothelium 6D NTX	Endothelium 7D NTX	Endothelium 10D NTX
Atoh7	chr10:63100155-63100605	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Atoh8	chr6:72206176-72235577	27.0661	22.1244	7.69771	23.6061	9.16716	7.03149	5.49036	10.0172
Atox1	chr11:55446642-55461138	738.409	373.244	653.394	470.641	400.569	470.081	810.113	380.981
Atp10a	chr7:58658201-58829426	0.979805	0.910471	1.94981	1.23346	2.50637	2.09223	0.802211	2.03673
Atp10b	chr11:43149876-43262286	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Atp10d	chr5:72203328-72298771	3.4861	1.49175	4.94973	2.69439	6.6544	4.68973	0.536031	10.4697
Atp11a	chr8:12757015-12868728	6.17335	9.63653	9.68667	9.27526	17.7635	11.6893	2.58571	18.1971
Atp11b	chr3:35754137-35856276	5.40832	3.31689	10.0478	3.78706	12.8143	9.12417	2.40774	11.2509
Atp11c	chrX:60223289-60403981	6.21657	3.06296	12.3846	3.65567	12.2295	8.28628	0.79067	12.0465
Atp12a	chr14:56365067-56388551	0.001	0.001	0.001	0.001	0.068854	0.001	0.277724	0.0136943
Atp13a1	chr8:69791162-69807748	7.30231	23.7694	12.9544	20.2399	16.9662	15.0768	16.6945	16.0757
Atp13a2	chr4:140986872-141007701	3.70343	8.28651	5.54776	9.02175	5.82333	4.42265	12.9885	6.11422
Atp13a3	chr16:30312423-30388530	7.36733	11.9349	20.725	8.1556	28.9192	26.704	2.98364	24.9558
Atp13a4	chr16:29396037-29544864	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Atp13a5	chr16:29231913-29378732	0.001	0.001	0.0622687	0.001	0.001	0.001	0.001	0.001
Atp1a1	chr3:101576218-101604707	74.1172	200.483	165.723	210.867	222.029	223.274	114.458	191.517
Atp1a2	chr1:172271708-172298064	31.6615	4.20906	7.72251	14.168	4.23536	0.586255	1.64316	3.5832
Atp1a3	chr7:24978168-25005895	0.0302818	0.602229	0.182456	0.200307	0.594367	0.277093	9.20015	0.389368
Atp1a4	chr1:172223507-172258424	0.001	0.001	0.001	0.0173085	0.001	0.001	0.001	0.001
Atp1b1	chr1:164437266-164458355	1.27335	1.25348	0.722859	4.00397	0.866388	0.520061	1.30959	0.571932
Atp1b2	chr11:69599749-69605960	13.7259	12.8556	24.4834	22.8034	6.99814	1.57983	2.20485	6.99921
Atp1b3	chr9:96332674-96364299	215.955	185.312	197.873	154.378	177.103	214.788	237.282	189.583
Atp1b4	chrX:38316266-38336713	0.001	0.001	0.001	0.001	0.001	0.001	0.0256959	0.001
Atp2a1	chr7:126445859-126463073	2.6016	1.91717	0.0830666	12.9323	6.12923	0.157517	3.48621	0.442848
Atp2a2	chr5:122453512-122502225	30.7532	50.62	50.8014	50.5359	63.5851	54.6025	17.6546	58.9613
Atp2a3	chr11:72961168-72993043	61.0589	20.2272	17.3607	48.8759	16.7288	12.041	20.0915	40.0107
Atp2b1	chr10:98915151-99026143	10.7263	10.1201	16.0815	9.00926	19.1793	13.8929	6.19439	15.6606
Atp2b2	chr6:113745667-114042080	0.620426	0.272764	0.201913	0.0936131	0.17402	0.131889	0.0297017	0.848414
Atp2b3	chrX:73503085-73571005	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Atp2b4	chr1:133702673-133753747	15.4636	30.3032	24.4271	23.5041	29.1334	24.2717	5.90917	42.9949
Atp2c1	chr9:105411361-105521257	12.2765	9.27204	17.8884	7.93877	16.8101	17.3747	5.41764	18.789
Atp2c2	chr8:119700008-119757718	0.001	0.0188437	0.001	0.001	0.001	0.001	0.001	0.001
Atp4a	chr7:30712231-30725534	0.001	0.001	0.001	0.001	0.001	0.0449097	0.0762888	0.001
Atp4b	chr8:13386208-13396778	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Atp5a1	chr18:77773767-77782868	191.317	360.883	291.177	362.17	209.351	302.527	184.338	204.106
Atp5b	chr10:128083306-128090388	440.895	790.417	536.99	650.323	393.345	605.107	326.272	358.149
Atp5c1	chr2:10056030-10080510	245.872	192.185	205.042	245.417	123.518	205.754	166.36	145.364
Atp5d	chr10:80142314-80145818	289.919	288.629	162.104	363.556	93.5074	116.036	484.416	82.6277
Atp5e	chr2:174461074-174464101	1502.96	428.726	534.165	434.205	245.051	424.587	1403.19	252.793
Atp5f1	chr3:105942862-105960248	103.737	90.6234	124.338	98.3388	82.4235	136.032	120.381	75.9348
Atp5g1	chr11:96072792-96075694	125.254	164.192	138.635	130.057	101.016	118.371	241.424	51.8119
Atp5g2	chr15:102662867-102671047	153.019	474.784	461.155	458.479	266.634	432.89	811.381	247.118
Atp5g3	chr2:73908449-73911294	331.112	269.688	307.634	387.036	191.247	320.547	1285.13	153.441
Atp5h	chr11:115415696-115419919	2027.49	513.059	456.597	479.778	240.125	414.124	921.807	255.667
Atp5j	chr16:84827870-84835574	567.83	165.588	300.446	152.163	129.083	210.477	163.341	162.087
Atp5j2	chr5:145183705-145191592	1083.28	319.11	397.083	353.96	219.027	411.648	845.836	219.617
Atp5k	chr5:108433252-108434378	922.163	284.746	554.3	278.44	193.226	384.163	509.536	206.061
Atp5l	chr9:44913247-44920742	1112.27	329.997	588.511	413.509	278.924	441.314	1063.5	287.427
Atp5o	chr16:91925222-91931630	386.081	297.008	275.71	346.579	126.854	214.594	336.008	129.471
Atp5s	chr12:69724961-69744658	3.87338	0.615631	3.29241	0.919135	2.96365	2.75035	2.2034	2.44673
Atp5sl	chr7:25619492-25625550	7.49963	9.89217	6.84664	10.4569	6.50644	6.56281	8.04189	7.54431
Atp6ap1	chrX:74297096-74304721	52.0394	110.106	95.7717	92.5956	82.4466	89.9555	77.8565	78.329
Atp6ap1l	chr13:90883448-90905355	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Atp6ap2	chrX:12587758-12617051	28.186	8.12606	33.263	9.61637	27.7533	23.6682	36.6363	17.3867
Atp6v0a1	chr11:101009451-101063717	8.11607	19.503	15.2851	16.3002	12.297	12.4057	23.7696	12.6304
Atp6v0a2	chr5:124712207-124722146	3.7803	29.2754	23.2573	22.0925	25.9693	25.2932	2.92753	25.4934
Atp6v0a4	chr6:38048482-38124586	0.001	0.001	0.217972	0.001	0.001	0.0236084	0.0642031	0.942549
Atp6v0b	chr4:117884329-117887329	98.3003	103.462	77.186	82.822	54.3171	52.0191	364.382	45.0099
Atp6v0c	chr17:24163865-24169429	73.6186	299.594	109.272	250.788	143.492	22.9667	90.8662	19.3468
Atp6v0c-ps2	chr17:24163864-24169395	117.35	0.00223748	75.5959	28.019	0.173956	110.983	731.956	86.9302
Atp6v0d1	chr8:105524469-105566040	60.326	67.4406	60.7181	68.4218	41.5484	54.2786	103.103	46.3947
Atp6v0d2	chr4:19876837-19922566	0.0241062	0.0246886	0.0581543	0.001	1.83999	1.00459	17.5054	1.96623
Atp6v0e	chr17:26676395-26699646	162.393	117.277	104.309	101.248	65.1474	95.3539	440.448	67.9423
Atp6v0e2	chr6:48537568-48541800	3.80972	3.53788	1.95401	3.10962	1.79675	0.918337	0.960992	1.01729
Atp6v1a	chr16:44085403-44139019	11.8538	14.4936	32.3821	13.9611	32.0595	29.803	34.4304	23.352
Atp6v1b1	chr6:83743016-83758810	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Atp6v1b2	chr8:69088735-69113717	13.4168	27.5877	30.1422	23.4246	25.8586	25.6487	90.3973	23.401
Atp6v1c1	chr15:38661903-38692444	17.9746	12.6206	26.6502	12.6666	20.5033	23.7378	34.7886	17.0666
Atp6v1c2	chr12:17284720-17324730	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Atp6v1d	chr12:78842981-78861638	45.5604	27.8086	44.9364	32.7332	26.8145	39.5409	78.6745	31.4264
Atp6v1e1	chr6:120795243-120822685	108.43	70.8616	86.2111	69.397	60.0034	75.5985	211.918	61.7337
Atp6v1e2	chr17:86944108-86947887	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Atp6v1f	chr6:29467782-29470509	185.646	90.5285	110.157	106.203	61.3941	84.7377	413.706	69.9205
Atp6v1g1	chr4:63544764-63550701	130.685	87.7949	99.5551	82.0534	65.501	90.599	228.858	63.1248
Atp6v1g2	chr17:35236595-35238768	1.09842	0.654582	1.12328	1.08591	1.37263	1.31048	1.73436	2.27445
Atp6v1g3	chr1:138273737-138289462	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Atp6v1h	chr1:5083172-5162549	24.277	24.9452	43.6764	19.0311	31.6041	38.1032	49.1736	30.4027
Atp7a	chrX:106027275-106128160	2.10385	2.64822	5.06544	1.97669	7.18677	5.80703	2.3899	5.89261
Atp7b	chr8:21994347-22060074	0.001	0.0379588	0.001	0.001	0.001	0.001	0.001	0.0114164
Atp8a1	chr5:67618140-67847431	4.12759	3.14785	6.29376	2.55186	4.86737	4.95673	1.60878	8.19936
Atp8a2	chr14:59647740-60086834	0.0320664	0.0490758	0.154581	0.0816088	0.0370293	0.0628527	0.0711261	0.191391
Atp8b1	chr18:64528978-64661000	5.27666	21.5195	24.5286	19.0527	42.328	30.2466	4.9535	32.0361
Atp8b2	chr3:89939480-89963332	5.39045	17.8924	20.8536	16.4835	32.0164	26.044	10.9443	34.0549
Atp8b3	chr10:80519584-80539124	0.0265958	0.0135505	0.0320429	0.001	0.0613929	0.001	0.001	0.0366561
Atp8b4	chr2:126320972-126491553	0.105311	0.0107173	0.0761056	0.085588	0.291569	0.234483	0.895886	0.0484147
Atp8b5	chr4:43267158-43373831	0.0131039	0.0534063	0.0315748	0.02665	0.0302476	0.001	0.336941	0.0722461
Atp9a	chr2:168634437-168741800	17.6301	52.3732	27.8197	42.4641	25.6892	18.5602	8.14237	26.2885
Atp9b	chr18:80734140-80934058	4.65144	10.3403	10.9401	8.95549	11.6288	11.1541	7.91593	13.6234
Atpaf1	chr4:115784813-115812314	5.33493	5.41539	5.33749	5.69081	4.99782	9.75284	2.68436	7.53318
Atpaf2	chr11:60400623-60417099	6.95975	11.6577	8.08298	8.48929	6.44991	12.2114	9.38646	8.75888
Atpbd4	chr2:114516417-114654928	1.84591	7.82848	6.49058	2.74588	7.30202	7.0725	3.08246	6.464
Atpif1	chr4:132530554-132533659	442.083	128.469	172.081	208.763	91.8548	211.419	842.341	105.474
Atr	chr9:95857596-95951644	0.621739	1.29978	3.59665	0.993356	3.64162	3.36504	0.316401	2.80146
Atraid	chr5:31048639-31054623	127.055	64.7185	83.8016	90.9718	55.0692	73.7816	98.0506	71.5777
Atrip	chr9:109059746-109074124	4.05129	4.6753	6.83524	4.63774	5.41583	5.55208	3.89174	4.91553
Atrn	chr2:130906495-131030326	3.91702	4.7828	7.09763	3.90649	10.095	8.91939	1.48296	12.4777
Atrnl1	chr19:57611033-58133340	3.45125	8.34388	10.3266	6.31939	14.5192	12.9129	2.89337	11.7023
Atrx	chrX:105797614-105929372	4.75665	4.08357	11.6008	3.89619	13.473	9.92392	1.72788	15.2481
Atxn1	chr13:45549755-45964991	1.88957	2.41877	3.09449	2.21755	3.13986	2.48731	1.53184	3.5819
Atxn10	chr15:85336380-85463836	18.9504	33.1601	29.6581	35.1981	24.4574	36.7137	43.802	31.0266
Atxn1l	chr8:109726450-109737739	2.51831	9.06724	8.0059	6.59155	11.4373	9.45388	4.42636	13.5209
Atxn2	chr5:121711608-121814950	3.6839	7.65401	4.86477	6.58563	7.14174	5.43721	3.95217	7.0111
Atxn2l	chr7:126491707-126503302	5.86144	38.0192	27.5282	33.2934	36.6486	27.6083	20.5335	35.8026
Atxn3	chr12:101918900-101958243	4.12091	3.36443	5.99831	3.35946	7.75882	5.38236	4.21908	9.79232
Atxn7	chr14:14012490-14107301	3.22811	2.41424	4.33498	2.17884	6.97727	3.988	1.45957	6.08689
Atxn7l1	chr12:33147685-33251157	10.4411	6.85791	7.99712	12.2414	6.91576	9.85141	6.84169	10.106
Atxn7l1	chr12:33302514-33368277	0.422396	2.6669	2.3775	2.75493	2.65928	2.01753	1.83523	3.85019
Atxn7l2	chr3:108202254-108210934	1.42687	3.01809	2.72383	3.19209	3.11451	1.52544	1.5662	1.85445
Atxn7l3	chr11:102289299-102296629	4.16745	16.7341	13.8228	13.7294	21.6327	15.7964	8.36205	20.709
Atxn7l3b	chr10:112925427-112929026	8.26611	19.202	18.9742	15.042	19.8894	23.9396	17.3815	29.6189
Auh	chr13:52835109-52929677	17.8879	5.91192	7.82405	8.77337	4.08918	7.79189	9.81953	7.6307
Aup1	chr6:83054652-83057682	55.024	82.2605	40.4631	84.6293	34.9733	37.941	62.7733	34.4801
Aurka	chr2:172356195-172370506	0.970382	2.56072	3.20216	10.1384	6.89358	18.7649	14.4305	4.43784
Aurkaip1	chr4:155831268-155833098	75.0412	48.8707	50.1797	57.523	31.4819	43.4626	111.41	34.1684
Aurkb	chr11:69045642-69051662	0.251299	0.774766	3.18526	6.52933	6.32966	19.0868	9.22883	3.27613
Aurkc	chr7:6995384-7003091	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0516365
Auts2	chr5:131437681-132542343	2.26222	3.69557	2.0318	3.86462	3.00726	1.90909	0.619955	2.75929
Aven	chr2:112492963-112631253	12.9991	18.982	13.6042	17.3924	15.8712	17.8828	11.7322	12.5032
Avil	chr10:127000708-127020994	0.196661	0.180894	0.142261	0.040095	0.0454501	0.0256589	0.001	0.036085
Avl9	chr6:56714904-56761911	1.9915	1.39105	4.37931	1.70529	4.49335	2.54233	0.928034	3.48066
Avp	chr2:130580676-130582541	0.001	0.176139	0.001	0.001	0.001	0.001	0.001	0.001
Avpi1	chr19:42123274-42128993	49.4516	30.1607	27.085	34.2443	17.3731	20.4541	39.3218	21.6375
Avpr1a	chr10:122448498-122453453	7.85118	1.24321	6.78263	2.9385	2.23677	0.61565	2.31864	1.13437
Avpr1b	chr1:131599113-131612000	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Avpr2	chrX:73892101-73894428	0.001	0.001	0.001	0.001	0.001	0.001	0.0304329	0.001
Awat1	chrX:100572246-100578206	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Awat2	chrX:100402221-100412562	0.001	0.568517	0.57075	0.161723	0.0913122	0.152826	0.0702205	0.10784
Axin1	chr17:26138685-26195811	3.55755	8.09409	8.41488	8.3413	11.9724	8.77132	5.0694	10.9554
Axin2	chr11:108920348-108950781	0.165526	0.407713	0.432116	0.491058	0.350286	0.0180416	0.428129	0.278803
Axl	chr7:25756499-25788733	9.38373	5.15826	5.63494	23.5197	4.19582	1.83662	9.51923	6.69604
Aym1	chr5:113357293-113357821	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Azgp1	chr5:137981520-137990232	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Azi1	chr11:120064429-120086827	2.99274	2.54797	2.35148	2.99667	1.26029	1.5553	3.06636	2.04941
Azi2	chr9:118040498-118063907	13.2826	6.27507	17.4812	6.41958	18.0606	18.9671	7.06773	16.9242
Azin1	chr15:38487429-38519266	18.4443	14.251	46.9241	16.1658	56.0915	56.6571	11.4763	45.6585
B020004C17Rik	chr14:57015133-57018982	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
B020004J07Rik	chr4:101834968-101844022	0.181426	0.001	0.400462	0.0636845	0.108046	0.134618	0.193813	0.194448
B020014A21Rik	chr10:3125090-3133193	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
B020018J22Rik	chr12:112428283-112435338	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
B020031M17Rik	chr13:119949356-119950806	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
B130006D01Rik	chr11:95723585-95726773	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
B130024G19Rik	chr7:70365382-70411146	0.580755	0.001	0.577517	0.0700324	0.158327	0.132909	0.0304329	0.499728
B130034C11Rik	chr16:87496072-87504038	0.135761	0.001	0.10942	0.001	0.001	0.116834	0.404141	0.0825283
B230118H07Rik	chr2:101560780-101628986	11.5133	3.32223	8.46412	3.99571	2.97414	5.60771	6.38187	3.53129
B230119M05Rik	chrX:134684561-134686462	0.001	0.001	0.001	0.001	0.001	0.0878521	0.001	0.001
B230120H23Rik	chr2:72285636-72442610	14.5979	7.88193	8.13478	4.91222	6.69436	7.85458	4.90445	7.25692
B230206H07Rik	chr7:141359177-141365110	0.488628	0.437111	0.24548	0.456715	0.235293	0.239003	0.0361623	0.634968
B230208H11Rik	chr10:12916645-12923127	0.363721	0.001	0.001	0.12553	0.141156	0.07775	0.325954	0.10545
B230209E15Rik	chr7:61529409-61615327	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
B230209K01Rik	chr1:121087404-121120975	0.001	0.001	0.001	0.0408053	0.001	0.001	0.001	0.001
B230214G05Rik	chr15:88314873-88372651	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
B230216G23Rik	chr6:142413430-142419740	0.001	0.001	0.09907	0.0421261	0.285333	0.001	0.0365733	0.001
B230216N24Rik	chr1:98031122-98047793	0.830168	0.001	0.267928	0.001	0.001	0.001	0.396305	0.100689
B230217C12Rik	chr11:97840779-97843043	0.876088	1.30861	2.91566	0.791931	1.14634	2.95701	1.91117	1.59409
B230217O12Rik	chr19:57323196-57360899	0.157324	0.323366	0.455799	1.12765	0.728768	1.91999	0.700328	1.66956
B230219D22Rik	chr13:55693123-55703500	12.5222	11.3841	24.1069	9.90335	24.2255	21.5745	2.01949	22.1947
B230312C02Rik	chr2:180370857-180385885	0.001	0.001	0.001	0.001	0.222737	0.0618119	0.001	0.001
B230319C09Rik	chr6:83441754-83448322	0.147609	0.001	0.267439	0.0757284	0.001	0.0478018	0.0328941	0.001
B230323A14Rik	chr9:69761145-69830199	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
B230378P21Rik	chr6:32511140-32515576	1.61361	0.33179	0.779227	1.55361	0.897099	2.93196	4.36806	2.47956
B2m	chr2:122147686-122153082	13014	3842.27	3920.37	6006.58	3631.47	3719.89	2821.87	2786.8
B330016D10Rik	chr4:141546161-141548313	6.63256	2.73417	1.91547	2.23215	0.721725	0.58956	1.8913	1.19371
B3galnt1	chr3:69574185-69598861	4.70093	4.13334	7.28014	4.41677	5.70782	5.97457	2.51168	6.34571
B3galnt2	chr13:13954673-13999068	4.25362	3.35735	5.30042	3.30076	6.228	5.76799	2.00804	5.39447
B3galt1	chr2:68104671-68122882	0.15637	0.001	0.295983	0.0340485	0.0515454	0.014625	0.0593942	0.0718766
B3galt2	chr1:143640696-143649937	0.153549	0.001	0.0616624	0.0260203	0.0590692	0.001	0.001	0.0235174
B3galt4	chr17:33949911-33951488	1.79144	2.95733	3.55941	2.57624	1.20052	2.88432	1.52689	2.90779
B3galt5	chr16:96235800-96319858	0.001	0.001	0.001	0.0362606	0.027441	0.001	0.0527059	0.001
B3galt6	chr4:155989465-155992678	2.09144	5.72847	1.96341	1.77275	2.73698	3.52737	2.77672	1.76644
B3galtl	chr5:149678256-149762599	0.928642	2.53608	2.85913	2.83272	4.13813	4.65779	2.49292	3.66234
B3gat1	chr9:26751561-26761338	0.001	0.001	0.001	0.001	0.001	0.001	0.0614245	0.001
B3gat2	chr1:23761925-23847858	0.107802	0.096126	0.129883	0.001	0.155534	0.211527	0.0716932	0.260003
B3gat3	chr19:8920392-8927236	15.9251	23.8675	19.9112	21.8502	14.3351	17.2738	48.1241	17.2535
B3gnt1	chr19:5038825-5041134	13.3984	22.4812	21.8046	24.8362	12.2705	18.422	25.565	17.7172
B3gnt2	chr11:22834738-22860336	37.6875	14.9813	32.6765	20.6072	35.7468	29.4972	19.1977	33.8217
B3gnt3	chr8:71691719-71701800	15.0013	159.189	71.2951	139.846	87.9687	103.637	16.7633	82.7637
B3gnt4	chr5:123510459-123511882	0.001	0.18468	0.21589	0.0918914	0.103661	0.115296	0.001	0.12215
B3gnt5	chr16:19760233-19772753	0.412255	0.288751	0.46562	0.484679	1.07462	1.33492	0.673914	0.424023
B3gnt6	chr7:98192414-98199475	0.127943	0.001	0.123481	0.130717	0.118405	0.0666071	0.13651	0.281313
B3gnt7	chr1:86303220-86307305	0.139182	0.0474948	0.001	0.16575	0.107291	0.001	0.309213	0.001
B3gnt8	chr7:25627623-25629490	1.18398	1.29343	1.04105	3.45811	0.497713	0.774502	5.38164	1.57947
B3gnt9	chr8:105252637-105255153	4.68864	1.63301	1.75985	2.156	3.71468	2.37206	4.28506	2.84149
B3gntl1	chr11:121616207-121673151	4.1778	1.69612	1.41762	2.37672	1.74711	2.69655	4.6991	3.50434
B430010I23Rik	chr8:41017467-41024216	0.206389	0.44953	1.30722	0.57992	2.68608	1.5444	0.114697	1.77255
B430212C06Rik	chr18:67321208-67344103	0.137603	0.04695	0.276596	0.28089	0.212137	0.268933	0.0815164	0.10512
B430306N03Rik	chr17:48316161-48326511	0.001	0.122295	0.0825129	0.001	0.593018	0.365111	2.74908	0.0549892
B430319G15Rik	chr9:92538800-92542869	0.31812	0.132684	0.27878	0.29423	0.133545	0.378153	0.243673	0.172676
B4galnt1	chr10:127165155-127172340	3.07116	2.60613	2.1181	1.75186	2.45297	1.72955	29.0504	1.94191
B4galnt2	chr11:95863558-95914871	0.0685788	0.0899054	0.0346965	0.0585902	0.0356158	0.0376527	0.0413228	0.0551064
B4galnt3	chr6:120203809-120294559	0.001	0.001	0.001	0.0205659	0.001	0.001	0.001	0.001
B4galnt4	chr7:141061273-141072119	0.211046	0.235252	0.185041	0.215101	0.177347	0.0500752	0.136276	0.0352082
B4galt1	chr4:40804581-40854537	10.7764	19.2991	25.4368	22.5457	39.25	30.8209	28.0566	28.7584
B4galt2	chr4:117872999-117883476	1.88919	6.46876	3.05858	3.31902	4.1327	3.17152	5.81188	2.63961
B4galt3	chr1:171270327-171276895	8.0469	28.5399	29.2136	31.4087	38.4083	33.6653	28.2691	24.9276
B4galt4	chr16:38742263-38769045	43.7251	35.3604	34.4481	29.9618	36.4535	40.6841	18.5152	35.3374
B4galt5	chr2:167298444-167349178	1.77518	5.85585	6.87147	6.62576	9.22923	5.70362	6.59463	5.54746
B4galt6	chr18:20684598-20746404	1.25285	0.346319	0.675221	1.39308	1.20099	1.23283	3.79362	1.63869
B4galt7	chr13:55600110-55609954	3.53562	9.19855	6.73975	8.87596	9.65879	9.96415	2.94307	8.39416
B630005N14Rik	chr6:13625674-13677966	3.76267	0.853997	5.54315	1.34332	4.32715	3.50937	1.3474	4.13483
B630019K06Rik	chrX:8892352-8894964	0.852352	0.424463	0.500107	0.376212	0.532727	0.390182	0.941658	0.549058
B830017H08Rik	chr16:17833118-17835019	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
B930003M22Rik	chr17:10319918-10321141	1.27228	0.605423	0.513139	0.492555	0.493095	0.341058	0.331975	0.0482488
B930018H19Rik	chr8:34589419-34640316	0.115165	0.001	0.001	0.001	0.001	0.001	0.0512352	0.0263566
B930025P03Rik	chr8:10870421-10882454	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
B930041F14Rik	chr4:155694341-155696483	3.21903	1.84182	0.618795	1.48596	0.857264	0.9628	3.75107	1.48656
B930059L03Rik	chr12:110591373-110592679	0.196748	0.356825	0.001	0.0507059	0.228598	0.126782	0.0439657	0.134426
B930092H01Rik	chr9:61259226-61293809	0.001	0.001	0.001	0.0228928	0.001	0.001	0.0597976	0.001
B9d1	chr11:61505171-61512927	11.3271	13.9651	14.6338	15.909	9.89313	13.4444	12.0023	8.92192
B9d2	chr7:25681157-25686558	8.82686	8.1943	5.86217	11.462	6.24823	6.11036	36.602	3.91611
BB014433	chr8:15041445-15046078	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
BB019430	chr10:58696744-58704277	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
BB031773	chr4:103004105-103011965	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
BB123696	chr13:52729369-52757205	0.001	0.001	0.001	0.001	0.001	0.001	0.0467579	0.001
BB283400	chr6:30176622-30178040	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
BB287469	chr12:87618867-87622955	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
BB287469	chr12:87816576-87820676	0.001	0.011444	0.210391	0.001	0.0128886	0.0418547	0.001	0.0523932
BB557941	chr2:57127476-57181754	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
BC002163	chr16:42955579-42956079	49.7696	11.3403	20.7187	9.47346	13.0649	13.0336	86.2163	6.91848
BC002163	chr4:123712709-123718161	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA
BC003331	chr1:150361310-150393055	7.0771	1.84041	9.50364	2.3164	9.2773	7.8975	1.94879	10.281
BC003965	chr17:25184560-25187662	9.19636	4.80049	4.33033	3.581	3.78556	4.94355	7.6579	4.16418
BC004004	chr17:29268787-29302887	44.1454	26.6774	30.3452	23.8201	16.5162	25.7758	45.1052	23.7236
BC005537	chr13:24801656-24812899	12.0714	33.6219	51.0026	36.1278	54.5806	47.6331	4.78683	59.0025
BC005561	chr5:104508351-104522383	0.934612	0.527315	0.976585	0.400487	1.42909	0.855136	0.648699	1.61485
BC005624	chr2:30972832-30981941	33.3988	28.8981	32.803	23.3266	18.1659	27.8769	34.4623	25.595
BC005764	chr10:79860474-79874634	0.019044	2.45486	1.52162	1.46983	3.43876	0.497074	1.15889	0.858762
BC006965	chr11:112663926-112711356	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0096058
BC016423	chr13:3566034-3611108	0.912893	2.07978	5.07923	1.85228	6.07528	3.55616	1.25533	5.07877
BC016579	chr16:45626847-45654118	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
BC017158	chr7:128271378-128298131	3.11735	7.19257	5.83618	7.00544	5.59526	5.60684	2.89434	7.50633
BC017612	chr9:15505494-15545259	128.519	39.1946	56.8349	49.5635	43.1537	52.3519	87.8992	50.9207
BC017643	chr11:121222588-121229309	10.3878	10.8835	12.5254	11.0782	12.3265	14.0456	14.4065	15.9552
BC018242	chr9:21938273-21948907	0.553779	3.5194	1.66975	3.7212	1.76088	2.07431	2.317	2.51707
BC018473	chr11:116752166-116757883	0.036421	0.001	0.0439037	0.0185535	0.001	0.001	0.0161649	0.001
BC018507	chr13:70588688-70637634	1.77605	4.5429	5.29183	3.21501	9.64854	8.675	2.47914	13.8352
BC020402	chr10:7678970-7681158	0.278422	0.485604	0.403165	0.427051	0.257773	0.543036	0.321983	0.407898
BC021614	chr19:4057486-4059294	0.001	0.348558	0.53042	1.95359	2.81573	3.69897	12.6329	3.42452
BC021767	chr3:94660588-94667152	0.0819146	0.001	0.001	0.001	0.001	0.001	0.0971477	0.0250048
BC021785	chr10:39958060-39986646	0.777748	0.0544912	0.0401731	0.001	0.0864725	0.155309	0.0253518	0.211521
BC021891	chr8:125910449-125947439	0.0306633	0.0104003	0.001	0.001	0.001	0.001	0.00905677	0.001
BC022687	chr12:112808974-112816245	0.353784	0.529027	1.32015	1.77883	0.596014	0.960116	1.54648	1.32384
BC023829	chrX:70460055-70477043	2.5	13.6354	13.7846	10.6163	12.5801	15.7719	0.82424	15.3626
BC024139	chr15:76119517-76126556	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
BC024386	chr7:140906063-140907967	0.001	0.040013	0.001	0.07968	0.001	0.001	0.103801	0.001
BC024582	chr4:32559679-32571662	0.001	0.001	0.090811	0.0385785	0.087159	0.0973538	0.234577	0.13735
