tracking_id	Muscle 1D NTX	Muscle 2D NTX	Muscle 3D NTX	Muscle 3D NTX	Muscle 5D NTX	Muscle 7D NTX	Muscle 10D NTX
C130083M11Rik	0.0313799	0.001	0.0498352	0.001	0.44537	0.113831	0.0594735
C1d	14.6457	3.34787	9.10565	5.1549	14.5243	9.81259	4.46286
C1galt1	3.71487	3.57381	0.599919	0.001	8.86118	2.62641	1.96884
C1galt1c1	10.7838	1.92722	6.94842	3.26484	11.0886	9.13027	2.87464
C1qa	5.11787	88.323	729.154	196.699	15.4969	101.419	2.04464
C1qb	4.27416	150.216	1430.2	264.45	29.3141	135.153	2.78726
C1qbp	503.806	220.871	358.105	426.491	147.828	154.961	90.473
C1qc	2.43595	65.4122	783.563	205.579	13.9107	103.998	2.36503
C1ql1	9.2803	1.27919	0.528875	0.611629	0.919017	4.54682	2.78364
C1ql2	0.001	0.0468525	0.001	0.450641	0.001	0.001	0.03089
C1ql3	0.236885	0.142972	0.221449	0.524233	0.659693	0.809607	0.661145
C1ql4	0.001	0.001	0.001	0.001	0.001	0.001	0.001
C1qtnf1	0.568921	4.19492	1.67114	0.759345	4.09391	3.16851	16.3965
C1qtnf2	0.527253	3.80234	0.0911175	0.001	0.407142	1.37252	16.2316
C1qtnf3	11.311	3.40239	18.4765	14.686	532.1	226.975	27.8607
C1qtnf4	0.709958	0.14386	0.001	0.001	0.001	0.941908	5.53346
C1qtnf5	2.94971	12.0735	3.82939	6.94889	17.294	13.2136	34.4219
C1qtnf6	2.12124	14.0707	8.51509	11.2185	34.142	16.0844	46.8059
C1qtnf7	0.386317	0.934864	0.001	0.521679	0.768032	0.380176	5.44783
C1qtnf9	2.03611	2.37543	0.656091	1.33216	1.30297	5.09479	0.94593
C1ra	2.17106	7.59204	5.2976	1.49691	3.32861	6.48313	17.2129
C1rb	0.50743	2.42606	1.1865	0.289299	0.789377	1.35875	4.4135
C1rl	0.395629	1.89879	1.40035	0.348891	0.446958	0.624692	1.43332
C1s	2.14884	10.2833	1.15368	2.47087	5.80184	5.997	38.7181
C2	0.167757	0.89996	0.689036	0.367007	1.48244	1.22439	4.77595
C230004F18Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
C230024C17Rik	0.001	0.027019	0.0896879	0.001	0.0445297	0.232266	0.0357045
C230035I16Rik	0.437931	0.001	0.212969	0.001	1.9031	2.61834	1.26305
C230052I12Rik	6.11157	8.85505	7.96512	8.71162	1.83191	2.2738	2.0612
C230079O03Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
C230081A13Rik	5.13648	8.67555	3.05511	1.46917	3.95081	4.45053	3.29584
C230091D08Rik	2.99824	1.32984	2.14068	0.256837	4.98208	3.43042	0.51138
C2cd2	4.59463	2.48888	2.72681	1.50178	3.42144	2.82505	5.18871
C2cd2l	3.86969	6.59216	4.86486	5.31821	2.53956	3.3354	5.54005
C2cd3	2.25025	4.71769	4.32167	2.18571	6.34493	4.8912	4.84655
C2cd4a	0.153879	0.145454	0.001	0.001	0.119487	0.18313	0.001
C2cd4b	0.784633	0.001	0.001	0.001	0.001	0.63446	0.535927
C2cd4c	0.001	0.001	0.001	0.0768899	0.0218398	0.001	0.052587
C2cd4d	0.001	0.001	0.001	0.001	0.001	0.15111	0.443839
C2cd5	2.73754	3.37222	2.35783	0.887797	2.9075	3.25196	4.44539
C3	2.90935	107.928	23.4765	3.49724	2.86905	3.31266	14.1841
C330005M16Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
C330006A16Rik	24.973	24.2802	17.4554	24.8013	19.9294	19.2993	25.2577
C330007P06Rik	8.62425	2.26816	3.40599	1.61584	11.0809	8.83421	3.19354
C330008G21Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
C330011F03Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
C330013E15Rik	0.617299	0.122017	0.268291	0.694992	0.399593	0.24472	0.797932
C330013F16Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
C330018D20Rik	2.41045	1.29854	1.85799	0.993342	2.26427	1.73641	0.705715
C330021F23Rik	25.8106	3.83576	18.6491	9.09467	27.4366	16.5763	4.66155
C330022C24Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.0623001
C330024C12Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
C330024D21Rik	0.354086	0.08255	0.001	0.0477553	0.244789	0.458928	0.0763106
C330027C09Rik	8.35756	2.45078	2.61303	2.45423	10.6755	4.61795	0.371584
C330046G13Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
C3ar1	0.598253	37.6004	122.126	15.5894	1.50251	7.53423	0.287567
C430002E04Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
C430049B03Rik	0.0209502	0.151608	0.895872	1.05296	0.149884	2.28922	0.260352
C4a	0.210033	0.246999	0.191447	0.286613	0.0452635	0.688991	0.441147
C4b	1.49296	3.09309	2.07488	1.70916	1.22362	7.92178	6.4215
C4bp	0.001	0.001	0.001	0.001	0.001	0.001	0.001
C4bp-ps1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
C530005A16Rik	0.131068	0.0756064	0.20899	0.001	0.311286	0.783	0.349277
C530008M17Rik	0.166899	0.256405	0.001	0.235694	1.39586	0.54525	0.72961
C530044C16Rik	0.001	0.001	0.001	0.001	0.001	0.0405011	0.0528652
C5ar1	4.39336	227.72	61.348	14.1415	0.61041	9.21296	0.587095
C5ar2	0.0452552	0.963959	0.363003	0.275604	0.001	0.209107	0.0123029
C6	0.001	0.001	0.001	0.001	0.001	0.0324016	0.001
C630020P19Rik	0.001	0.001	0.0232985	0.345722	0.001	0.001	0.001
C630028M04Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.001
C630031E19Rik	0.001	0.001	0.001	0.001	0.001	0.0149883	0.001
C630043F03Rik	0.0706432	0.408246	1.12875	0.426344	2.12959	1.5817	1.07814
C7	0.466794	0.202348	0.001	0.001	0.001	0.613561	0.378532
C730002L08Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.0411621
C730027H18Rik	0.001	0.001	0.001	0.001	0.001	0.001	0.0265408
C730036E19Rik	0.792161	0.001	0.001	0.001	0.171329	0.0350393	0.001
C77080	1.18151	1.44829	1.9809	2.48765	5.02999	1.98345	3.23456
C77370	0.001	0.001	0.001	0.001	0.0525842	0.001	0.00527442
C78339	5.00131	3.83253	5.08928	8.83688	10.8456	7.22114	3.96695
C86187	0.001	0.001	0.001	0.001	0.001	0.0467883	0.001
C86695	0.001	0.001	0.001	0.001	0.001	0.001	0.001
C87198	0.156911	0.001	0.001	0.0971686	0.001	0.001	0.0673043
C87414	0.001	0.001	0.001	0.001	0.001	0.001	0.001
C87436	3.44698	2.21929	2.30709	3.29515	5.0085	4.77189	5.02299
C87499	0.001	0.001	0.001	0.001	0.001	0.001	0.001
C87977	0.001	0.001	0.001	0.001	0.001	0.001	0.001
C8a	0.001	0.001	0.001	0.001	0.001	0.001	0.001
C8b	0.001	0.001	0.001	0.001	0.001	0.001	0.001
C8g	0.35221	0.0986111	0.001	2.00787	0.774336	0.331701	1.65758
C9	0.001	0.001	0.001	0.001	0.001	0.001	0.001
C920006O11Rik	0.520576	0.134559	0.296964	0.257922	1.32694	1.89836	1.50482
C920009B18Rik	0.162335	1.75144	1.15463	0.152149	0.0648986	0.0597463	0.156156
C920021L13Rik	0.001	0.001	0.487239	0.001	0.001	0.111269	0.072654
C920025E04Rik	2.05878	5.69303	7.42737	0.661096	0.595638	0.567214	2.91948
CK137956	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Caap1	5.28883	0.751518	1.026	0.63809	5.31232	3.95061	1.13701
Cab39	19.2313	16.0946	13.6658	9.4446	20.6271	21.1454	13.3639
Cab39l	14.3124	9.82222	8.15775	8.0643	10.8718	9.7349	6.84278
Cabin1	7.3518	11.7667	6.54251	9.33476	8.73965	8.48632	11.3168
Cables1	2.05614	2.10349	1.73068	1.57433	1.70721	5.03201	4.65111
Cables2	6.60892	5.33664	5.49387	5.23665	9.75866	10.2605	10.859
Cabp1	0.0604105	0.510801	0.750631	0.650702	0.139752	0.299788	16.1539
Cabp2	0.001	0.001	0.001	0.563486	0.001	0.001	0.001
Cabp4	0.001	0.001	0.450394	0.001	0.001	0.274202	0.134249
Cabp5	0.001	0.001	0.001	0.001	0.001	0.001	0.0717779
Cabp7	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Cabs1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Cabyr	0.161132	1.06931	0.350562	0.632254	0.210622	0.159861	0.497251
Cacfd1	11.4141	5.65017	7.6598	10.8293	13.7282	10.8998	13.14
Cachd1	2.596	3.54797	0.493492	1.24101	4.46914	2.82421	4.62245
Cacna1a	0.629606	0.302795	0.559721	0.543338	0.259245	1.12018	1.5608
Cacna1b	0.0515411	0.0501535	0.0694367	0.001	0.0413661	0.0444414	0.0331903
Cacna1c	0.209175	0.767756	0.0117222	0.010243	0.001	0.0907306	5.48406
Cacna1d	0.0657052	0.431124	1.25544	0.281476	1.86961	2.20369	0.644436
Cacna1e	0.001	0.129521	0.001	0.001	0.146255	0.00690669	0.198619
Cacna1f	0.001	0.101309	0.256437	0.167997	0.0238727	0.001	0.00957562
Cacna1g	0.147811	1.0299	0.001	0.0940476	0.0890484	0.468503	16.852
Cacna1h	0.102255	1.36598	0.001	0.371867	0.316915	0.85942	19.8091
Cacna1i	0.001	0.0621249	0.001	0.001	0.001	0.0179805	0.0235024
Cacna1s	6.05616	2.14937	0.157247	0.439586	0.140523	0.431342	32.1289
Cacna2d1	2.58168	0.909881	0.575855	0.960606	9.30846	4.57157	4.18379
Cacna2d2	0.0219103	0.0479152	0.301054	0.293867	0.422036	0.226663	0.518525
Cacna2d3	0.001	0.0242682	0.001	0.001	0.280026	0.0613738	0.224554
Cacna2d4	0.21856	0.001	0.001	0.014675	0.300312	0.65284	0.250948
Cacnb1	4.98041	3.01378	7.54998	8.45076	1.79964	6.44879	36.1057
Cacnb2	0.193982	1.06502	0.001	0.29471	0.001	0.166228	3.32501
Cacnb3	1.45101	5.41039	1.81829	2.08809	7.56073	3.27146	13.2993
Cacnb4	0.001	0.0765606	0.0122569	0.001	0.0913469	0.0560782	0.209938
Cacng1	31.4789	10.1632	44.1679	68.7088	42.3981	55.8712	55.6363
Cacng2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Cacng3	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Cacng4	0.151934	0.001	0.116616	0.001	1.21583	1.80893	0.763528
Cacng5	0.0167948	0.219466	0.10794	0.001	0.200974	0.636831	0.774195
Cacng6	1.75166	1.27076	0.930184	2.8055	0.230901	0.282706	4.14651
Cacng7	0.954255	3.02247	0.001	0.001	3.22564	3.75264	13.3067
Cacng8	0.001	0.284127	0.001	0.001	0.001	0.001	0.001
Cactin	19.6039	13.1757	12.3474	20.686	4.41834	10.2676	9.85046
Cacul1	9.03403	8.89251	7.53222	4.30498	12.4405	6.54639	4.7934
Cacybp	103.511	11.2378	23.9148	15.776	38.6674	32.5532	7.6439
Cad	40.7328	51.4429	14.1215	43.3198	10.7101	8.35814	10.6796
Cadm1	0.143443	2.45256	2.78276	0.947182	0.65336	8.31431	4.334
Cadm2	0.001	0.00910565	0.0100875	0.001	0.105261	0.175485	0.138824
Cadm3	0.339256	2.20824	0.593276	1.73991	2.86313	2.28864	16.0735
Cadm4	7.08435	7.34027	0.811297	2.61807	1.99032	15.7195	38.0477
Cadps	0.001	0.001	0.001	0.001	0.001	0.001	0.0640937
Cadps2	0.287229	0.0550039	0.001	0.001	1.23214	1.37262	1.15393
Cage1	0.198197	0.001	0.176145	0.001	0.367312	0.257573	0.001
Calb1	0.001	0.001	0.001	0.001	0.001	0.001	0.041925
Calb2	0.0479499	0.001	0.001	0.001	0.001	0.001	0.001
Calca	0.618233	0.104658	0.537334	0.001	1.20102	0.683245	0.422756
Calcb	0.001	0.001	0.001	0.001	0.001	0.16405	0.001
Calcoco1	3.8149	13.4841	18.9465	15.0246	39.5938	62.7727	50.4006
Calcoco2	0.016054	0.0230591	0.331259	0.001	0.001	0.0491392	0.0152042
Calcr	0.696961	0.001	0.229448	0.100085	14.0978	27.3956	3.54544
Calcrl	0.42458	0.505571	0.103652	0.488685	1.76003	0.634869	0.68108
Cald1	60.2938	21.5533	11.0953	11.7999	138.742	49.0999	34.9044
Calhm1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Calhm2	2.223	5.47501	9.12595	3.33587	2.10276	5.27454	7.22034
Calm1	198.642	219.861	247.624	154.931	84.2492	79.1263	63.6539
Calm2	279.267	280.922	384.215	165.05	291.467	267.106	264.515
Calm3	111.498	111.434	115.132	162.889	70.2701	82.6045	148.012
Calm4	0.001	0.001	0.001	0.001	0.001	0.001	0.682507
Calm5	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Calml3	0.001	0.001	0.001	0.001	0.224863	0.001	2.20494
Calml4	0.271992	1.78165	1.92723	0.001	3.73392	2.18784	0.654981
Caln1	0.001	0.001	0.001	0.001	0.001	0.001	0.161594
Calr	619.753	847.713	633.463	456.333	505.75	333.475	375.387
Calr3	1.08141	0.22891	0.157897	0.0685368	0.847164	0.750304	0.339264
Calr4	0.001	0.001	0.727572	0.402448	0.295552	0.483302	0.118331
Calu	134.285	69.1708	48.6786	60.5143	228.631	101.457	75.0431
Caly	0.001	0.001	0.001	0.001	0.001	0.160004	0.139163
Camk1	27.1204	42.3493	48.004	38.1071	28.153	28.9397	48.2914
Camk1d	0.480647	6.19184	2.7541	0.297803	0.446778	0.710553	0.39918
Camk1g	0.0780426	0.0375207	0.001	0.001	1.05048	0.0379106	0.668591
Camk2a	1.36355	1.31467	1.80175	3.00363	1.78913	1.41478	4.67725
Camk2b	3.23661	1.56189	0.986119	1.07582	0.63211	4.68423	17.2651
Camk2d	11.288	10.0357	10.1887	4.23585	8.17129	10.0426	10.5005
Camk2g	10.7594	10.7244	7.55412	11.7272	14.3372	13.9815	44.1551
Camk2n1	2.02053	1.6151	0.192482	1.43951	7.24943	12.7808	18.1457
Camk2n2	5.19373	1.70149	2.13212	7.99122	1.77838	1.51841	2.7444
Camk4	0.230315	0.547731	0.0381242	0.0756686	0.0618083	0.0626675	0.100903
Camkk1	0.557424	1.79936	0.461701	0.528656	1.84819	0.4352	2.80883
Camkk2	4.51076	7.17812	4.27113	2.31531	3.4975	2.45196	4.22495
Camkmt	2.47704	2.16661	4.18376	3.50379	2.33682	3.88889	2.31598
Camkv	0.001	0.0897527	0.19858	0.001	0.0492971	0.0756226	0.276656
Caml	18.0117	12.0761	20.6461	15.2872	17.7545	23.2284	16.5791
Camp	0.001	15.8332	0.443927	1.71039	14.2148	24.9597	39.0833
Camsap1	4.60495	4.37489	3.06527	3.44059	5.20991	4.67486	5.91448
Camsap2	3.84435	2.42243	2.28756	1.76118	8.06711	4.98592	1.98756
Camsap3	0.0285197	0.228068	0.001	0.300507	0.102556	0.178333	1.0148
Camta1	5.67733	3.84184	4.2974	5.94943	4.1058	5.73299	10.5731
Camta2	3.70259	9.6386	9.4847	3.77749	3.07206	9.08672	15.8509
Cand1	20.7444	26.0566	16.7741	23.3502	25.9143	16.8549	9.48175
Cand2	2.55382	4.65967	7.72807	11.5468	4.88333	5.42957	4.67715
Cant1	12.8682	17.8313	17.5745	19.4978	14.6062	15.434	15.3772
Canx	148.956	75.448	59.7298	51.5957	103.608	70.5722	23.1096
Cap1	69.8957	351.724	207.683	80.1617	63.7803	62.9956	100.918
Cap2	9.41279	5.07694	12.1055	13.8545	28.4212	25.9761	25.4005
Capg	58.1408	435.813	538.139	228.094	77.5858	67.8272	71.3162
Capn1	9.18293	43.465	35.5641	33.6775	16.2598	13.0082	20.9641
Capn10	3.23595	1.86587	2.41372	7.01485	2.50101	3.40486	3.94728
Capn11	0.001	0.213663	0.0787586	0.171594	0.645203	0.485821	0.188055
Capn12	0.334127	0.12884	0.926303	1.02499	0.001	0.911683	0.4254
Capn13	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Capn2	138.471	124.043	89.6286	62.6691	124.8	89.8563	53.9121
Capn3	0.986018	0.175644	0.348138	0.235541	0.001	0.159764	2.39666
Capn5	2.27362	4.89954	3.81672	2.78626	10.2729	11.2936	11.3989
Capn6	12.3762	4.98202	10.4666	6.49479	874.494	217.394	57.1238
Capn7	8.41655	3.53215	4.46711	3.16667	15.5115	14.8143	3.53472
Capn8	0.001	0.001	0.001	0.001	0.0629526	0.001	0.001
Capn9	0.001	0.001	0.001	0.001	0.001	0.0400704	0.001
Capns1	260.151	398.592	433.11	339.963	295.762	406.855	327.674
Capns2	0.001	0.001	0.001	0.001	0.001	0.0512497	0.668673
Caprin1	89.564	65.9458	57.3789	42.6432	97.1064	68.7433	17.1288
Caprin2	2.39618	1.48635	1.11513	2.31071	3.40501	4.62504	1.53168
Caps2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Capsl	0.001	0.001	0.001	0.001	0.001	0.001	0.655267
Capza1	46.5045	61.2993	49.8687	25.6478	65.9582	32.9728	13.2114
Capza2	78.4084	57.0362	72.2053	29.3351	109.49	65.9442	21.634
Capza3	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Capzb	162.339	372.099	394.603	218.556	132.74	138.205	209.334
Car1	0.001	1.1743	0.001	0.001	0.001	0.001	3.41492
Car10	0.001	0.001	0.001	0.001	0.001	0.001	0.0178579
Car11	0.809139	1.21775	0.373255	0.001	0.667136	5.48788	8.90062
Car12	4.73636	1.92993	0.42717	0.0465924	1.15323	6.5647	9.35946
Car13	3.32489	2.97818	9.03171	1.55018	7.95224	1.93107	1.35421
Car14	0.992012	0.943997	0.911973	0.001	0.873224	1.27922	5.55518
Car15	0.721516	0.001	0.001	0.175807	0.604582	2.17664	0.664794
Car2	0.0369927	3.60118	0.350968	0.152648	3.57216	1.0687	6.9436
Car3	64.6367	4.80276	0.558016	0.424258	0.727249	2.42078	163.824
Car4	0.376323	1.44589	1.84631	0.001	0.001	1.80071	0.500132
Car5a	0.001	0.0800241	0.001	0.001	0.001	0.001	0.0131426
Car5b	2.1651	4.52291	2.20501	1.4253	2.70947	4.101	2.62088
Car6	0.001	0.358441	0.001	0.001	0.001	0.180531	0.001
Car7	0.308421	0.001	0.554338	0.001	0.103208	0.0949279	0.908967
Car8	0.12673	0.169337	0.119328	0.089333	0.177739	0.288324	0.183318
Car9	0.100199	0.623109	2.75393	1.75154	0.473295	0.677384	0.347574
Card10	1.36622	2.00708	0.809902	0.63459	2.44363	9.01768	9.1797
Card11	0.0149283	11.5203	14.0483	1.25759	0.35769	0.526847	0.702813
Card14	0.124346	0.0225794	0.001	0.001	0.001	0.14849	0.104483
Card6	0.377377	1.96068	1.9969	0.795857	1.03457	0.58535	1.07612
Card9	0.001	6.49384	7.82723	2.80157	0.293908	1.3217	0.58837
Carf	0.194938	0.211108	0.194548	0.001	2.37616	0.906723	0.394857
Carhsp1	62.8226	35.1842	36.4079	56.519	72.9723	43.7084	39.843
Carkd	24.5718	21.8726	37.6501	41.5511	32.3276	44.6083	43.9401
Carm1	22.1435	31.6558	15.5859	18.7781	21.608	16.2121	22.7822
Carns1	1.41066	0.788195	1.17149	1.00064	1.37367	2.87084	14.0681
Cars	33.4777	27.5776	33.7972	38.9513	11.8821	15.7697	9.96341
Cars2	15.6067	11.8708	9.87035	14.5745	5.71261	7.13629	9.06783
Cartpt	0.001	0.001	0.001	0.001	0.001	0.130076	0.001
Casc1	0.025104	0.181152	0.001	0.001	0.35804	0.146444	0.001
Casc3	15.0445	18.7274	15.1336	17.7152	12.7511	27.0367	19.4216
Casc4	15.0969	1.94782	4.34443	2.87384	18.0413	14.8906	2.5147
Casc5	0.728065	0.672323	0.685028	0.156113	2.19597	0.251887	0.160158
Casd1	4.5298	2.16833	2.29424	2.53123	14.926	11.8837	3.62231
Cask	2.54471	2.00682	2.24639	1.24735	7.92934	5.40773	2.24422
Caskin1	0.136629	0.0711684	0.0630517	0.275383	0.187831	0.655728	1.17722
Caskin2	2.56831	4.43268	1.7675	4.26643	2.23004	4.69537	18.9177
Casp1	0.0898227	7.03471	12.7053	2.14644	0.420532	1.41821	0.54711
Casp12	2.6062	0.562723	0.738978	0.440664	19.8125	7.14418	1.76452
Casp14	0.001	0.001	0.001	0.001	0.001	0.001	0.130801
Casp2	4.76536	9.40565	11.7304	6.97294	10.7489	15.8335	10.4389
Casp3	12.7215	20.8271	14.2169	4.09485	42.6801	10.9989	3.55716
Casp4	1.96432	2.79148	3.23039	0.717673	3.58066	3.39594	1.47791
Casp6	3.10324	12.5024	14.1653	6.79259	14.835	11.2518	6.15774
Casp7	10.6682	5.34733	6.25953	4.61987	11.7838	6.57379	4.61805
Casp8	12.0194	12.5017	23.0662	12.2536	11.8187	8.13575	3.67921
Casp8ap2	2.05396	0.842873	0.622322	0.60838	3.70741	1.23957	0.46921
Casp9	2.93978	5.05033	5.69125	3.61416	5.52524	6.02685	5.84216
Casq1	56.3247	6.74483	10.0091	11.0315	1.65648	3.42896	194.03
Casq2	0.886297	4.09255	0.686891	1.54922	1.50458	3.19389	23.3466
Casr	0.001	0.195933	0.0650715	0.001	0.16154	0.416403	0.0777382
Cass4	0.170416	6.85289	0.985884	0.57331	0.0407444	0.713427	0.13075
Cast	14.0782	17.9448	12.758	4.4858	23.2228	11.3581	5.16794
Casz1	0.450924	0.852325	1.14162	1.21978	0.524327	1.79173	3.53803
Cat	9.34538	15.7912	21.2408	10.2952	52.0186	31.3152	27.4715
Catsper1	0.001	0.001	0.001	0.001	0.001	0.0228867	0.001
Catsper2	0.315223	0.001	0.13682	0.0397217	1.01895	0.479232	0.544356
Catsper3	0.001	0.001	0.184358	0.001	0.137288	0.0841505	0.001
Catsper4	0.135254	0.001	0.001	0.001	0.001	0.001	0.001
Catsperb	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Catsperd	0.0495446	0.0357597	0.001	0.001	0.001	0.0722741	0.023605
Catsperg1	0.001	0.001	0.0278783	0.001	0.0484453	0.397099	0.202559
Catsperg2	0.001	0.001	0.001	0.001	0.00620568	0.0933068	0.00746503
Cav1	196.821	79.745	69.8862	87.0578	383.738	261.446	89.0018
Cav2	22.2768	4.76078	3.2078	3.76264	12.4962	10.4288	3.26484
Cav3	20.7553	2.18055	11.9185	16.0774	6.01272	4.51853	23.6459
Cbfa2t2	4.76029	3.00776	3.31651	3.44243	11.0685	5.13995	6.41077
Cbfa2t3	0.60701	6.14981	2.57306	3.28314	1.75267	3.85712	5.74256
Cbfb	50.9713	17.1131	16.8812	13.0363	64.6039	41.8407	15.3718
Cbl	1.95951	15.5556	7.01257	1.86733	7.00174	2.17515	3.92449
Cblb	1.66645	3.93109	3.7382	2.55327	7.40116	4.9438	4.47612
Cblc	0.241649	0.001	0.001	0.24225	0.207621	0.19097	0.303076
Cbll1	2.65613	3.32162	3.79829	1.16321	3.37526	3.45058	2.10718
Cbln1	0.001	0.001	0.001	0.001	0.001	0.0599667	0.001
Cbln2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Cbln3	0.0774193	0.001	0.0415791	0.0544531	0.0928979	0.00950272	0.0620931
Cbln4	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Cbr1	16.5175	11.159	15.9366	19.3035	16.7551	24.8597	32.2539
Cbr2	5.50712	33.9367	67.4749	33.5872	0.332227	18.9812	9.62746
Cbr3	14.4061	7.42519	4.47206	8.49467	4.39332	9.94518	6.63159
Cbr4	5.44827	3.18969	8.83535	7.39328	10.0193	8.84344	5.86008
Cbs	0.855402	0.40385	0.001	0.144178	0.308095	3.58718	3.54814
Cbwd1	12.2999	0.995749	2.40339	2.78888	6.94847	4.11312	1.79144
Cbx1	30.6826	9.58238	11.3394	6.55828	24.1186	25.6865	9.98211
Cbx2	1.81561	1.60543	3.31481	4.44286	2.96243	3.1512	2.67652
Cbx3	183.886	21.3291	37.8343	49.8733	135.005	62.2331	20.7689
Cbx4	1.72784	4.77833	3.67149	2.07166	3.05686	4.76802	12.4401
Cbx5	19.233	15.4283	13.1608	12.7241	27.9944	18.4276	5.68486
Cbx6	11.7401	10.6275	5.23524	11.4772	18.9405	22.66	39.4572
Cbx7	3.65126	4.21277	4.10353	8.18655	6.21576	20.7699	17.0044
Cbx8	1.68306	0.351357	3.64375	1.41356	1.61661	2.23002	2.54168
Cby1	15.8847	8.25792	18.0959	17.6696	19.2093	14.5096	17.3276
Cc2d1a	6.02179	9.4959	12.4501	8.1846	4.25164	7.42447	8.43172
Cc2d1b	9.58808	13.4017	9.54111	16.1412	10.998	10.762	10.687
Cc2d2a	1.95572	1.27914	1.16538	1.25263	6.22229	7.14657	3.224
Ccar1	9.97484	3.23531	7.09716	5.31335	18.3278	10.9773	2.15246
Ccbe1	0.315677	2.82236	0.001	0.207696	0.0506003	0.0621166	0.578425
Ccbl1	1.67018	2.24906	2.10673	2.30347	3.29882	6.4896	6.31667
Ccbl2	3.78454	3.50859	3.05711	4.64967	5.02924	4.35686	3.75786
Ccbp2	0.0453145	0.001	0.001	0.0315817	0.0539601	0.0165542	0.173023
Ccdc101	23.1355	19.1868	11.1438	17.1714	10.2141	15.3892	15.9999
Ccdc102a	5.96487	4.53707	2.66321	4.09838	3.76845	8.61874	15.1529
Ccdc103	0.001	0.105264	0.23254	0.505716	0.173181	0.292089	0.138714
Ccdc104	19.7877	2.47557	4.0636	2.80029	17.0098	11.4218	4.01035
Ccdc105	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ccdc106	0.227904	0.14025	0.103317	1.07919	0.0769441	0.212385	0.739744
Ccdc107	31.9383	24.1753	36.5887	56.3623	15.3816	22.6025	60.8736
Ccdc108	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ccdc109b	3.49008	44.4139	52.5361	15.6991	3.19889	4.56311	3.44607
Ccdc11	0.001	0.001	0.001	0.001	0.0827204	0.001	0.001
Ccdc110	0.001	0.001	0.231364	0.001	0.001	0.001	0.0460377
Ccdc111	1.88414	1.76881	1.12236	1.29828	4.08218	3.38797	0.841782
Ccdc112	0.675242	0.0650831	1.36774	0.125513	2.94861	2.51642	0.644646
Ccdc113	0.001	0.001	0.001	0.001	0.256599	0.27526	0.001
Ccdc114	0.364199	0.337686	1.03716	0.795249	0.308965	1.30792	1.06479
Ccdc115	13.4925	6.20574	13.2123	7.67742	9.1959	13.0556	10.4948
Ccdc116	0.0953808	0.11542	0.0510348	0.133792	0.114089	0.268713	0.106834
Ccdc117	9.16851	5.05813	4.68852	2.91417	28.676	26.1546	15.1714
Ccdc12	79.931	42.3771	57.5011	84.3356	34.1263	37.132	32.8866
Ccdc120	0.883118	0.714755	0.763713	1.07094	0.690652	0.810276	0.733006
Ccdc121	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ccdc122	1.12207	0.22131	0.488813	0.212547	3.45833	0.781392	0.327996
Ccdc124	235.649	128.637	192.735	212.69	25.9577	86.3335	95.1514
Ccdc125	0.357488	0.147294	0.447902	0.001	0.181942	0.102422	0.312228
Ccdc126	3.05872	3.46666	2.56984	1.17808	2.55181	3.08971	0.968651
Ccdc127	10.2873	3.83913	7.66789	4.50792	16.1087	12.9369	3.94939
Ccdc129	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ccdc13	0.001	0.13868	0.115026	0.001	0.114219	0.367913	1.71663
Ccdc130	2.78213	4.57703	5.54952	4.7035	2.63337	6.05761	5.71453
Ccdc132	6.44117	2.01579	3.93694	1.46579	12.8942	8.67922	1.25887
Ccdc134	21.5149	9.28174	16.2698	26.2158	31.082	31.207	15.6774
Ccdc135	0.001	0.001	0.001	0.001	0.001	0.001	0.169904
Ccdc136	0.700852	0.197119	0.370611	0.380443	2.9229	4.03105	2.96289
