tracking_id	Muscle D0 NTX	Muscle 3D NTX (a)	Muscle 3D NTX (b)	Muscle 4D NTX	Muscle 5D NTX	Muscle 6D NTX	Muscle 10D NTX
Eea1	7.77754	6.08002	1.47432	3.57896	6.6516	5.31094	10.3869
Eed	15.4394	25.161	13.5493	15.6521	19.6309	23.31	27.3219
Eef1a1	7639.64	8422.8	7182.39	8743.13	8948.5	8517.88	4737.95
Eef1a2	0.257088	0.001	0.780021	0.471717	0.882883	0.289873	0.404283
Eef1b2	331.83	532.521	587.076	606.281	446.222	544.807	401.054
Eef1d	231.245	232.204	325.248	233.427	123.09	156.045	140.07
Eef1e1	18.1747	68.9484	31.6479	39.854	39.0925	42.0007	46.5481
Eef1g	466.358	1094.05	1576.07	1344.88	768.234	829.248	274.042
Eef2	1364.69	1448.63	2746.44	2355.06	964.633	1037.99	284.611
Eef2k	5.03685	5.2713	8.97834	5.43077	5.72074	6.49165	2.31875
Eefsec	6.97995	7.22989	16.0786	8.8684	6.01617	6.43313	5.59799
Eepd1	2.07485	2.1515	2.90547	1.91936	2.02122	1.96727	2.12322
Efcab1	0.001	0.001	0.001	0.131944	0.0859618	0.001	0.525757
Efcab10	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Efcab11	0.0634986	2.01233	0.987308	2.06374	2.13702	3.00768	1.73076
Efcab12	0.001	0.001	0.134464	0.001	0.104474	0.001	0.001
Efcab14	8.9369	8.93578	4.25372	5.96949	12.3112	10.6747	11.5949
Efcab2	2.75339	1.37615	0.405604	0.427109	1.01543	0.923227	1.73634
Efcab3	0.001	0.001	0.001	0.001	0.001	0.001	0.12037
Efcab4a	1.58714	0.093174	0.301382	0.333331	0.218061	0.712861	0.832467
Efcab4b	0.129601	0.001	0.296684	0.001	0.445437	0.287105	0.001
Efcab5	1.94361	0.284951	0.122438	0.0563922	0.277982	0.184512	0.551007
Efcab6	0.001	0.254867	0.226307	0.113739	0.017165	0.001	0.001
Efcab7	4.16399	4.88838	0.665472	2.14657	5.46967	5.91627	5.40126
Efcab8	0.001	0.001	0.001	0.001	0.0638792	0.001	0.001
Efcab9	0.001	0.001	0.0764603	0.001	0.136995	0.001	0.10496
Efcc1	0.233826	0.001	0.001	0.001	0.001	0.105968	0.0979835
Efemp1	3.16609	1.13763	0.710679	1.08399	2.17459	1.60264	3.59023
Efemp2	10.5016	35.2716	48.0969	78.1946	41.9518	62.0472	21.493
Efha1	21.5408	36.0995	18.5926	38.5766	55.6885	48.1712	29.2238
Efha2	5.77534	1.46495	0.295312	0.326476	1.95593	2.39254	3.1468
Efhb	0.193935	0.05689	0.0367228	0.203011	0.532699	0.109809	0.58415
Efhc1	0.887915	0.208418	0.336593	0.496258	0.813082	1.33673	1.42702
Efhc2	0.253242	0.001	0.001	0.001	0.139124	0.001	0.132671
Efhd1	3.97836	0.172982	0.223722	0.154639	0.151822	0.001	1.54533
Efhd2	26.8577	22.6778	37.0469	41.3977	22.3434	38.263	54.1458
Efna1	4.85318	4.51665	5.64006	8.85751	6.16561	4.3042	1.72897
Efna2	0.246015	0.866238	2.84503	1.74063	1.64742	2.2208	0.934833
Efna3	0.001	0.001	0.001	0.119816	0.0781403	0.001	0.001
Efna4	0.421883	1.28801	1.73121	2.83679	2.78243	2.83843	0.575451
Efna5	0.870361	0.170113	0.305679	0.277691	0.473678	0.379808	0.423344
Efnb1	1.2136	5.83279	12.6506	14.3705	5.75233	7.28941	3.71046
Efnb2	4.17096	16.353	9.65938	14.3221	19.1234	14.0799	10.1984
Efnb3	0.317592	0.139722	0.0751124	0.166079	0.245324	0.450659	0.166308
Efr3a	13.6216	17.0743	4.13046	9.95905	17.2178	14.5717	19.9143
Efr3b	0.588908	0.400996	0.509434	0.436184	0.652021	0.954334	0.397576
Efs	6.08056	5.54787	9.99389	9.66524	8.25201	14.9525	3.35112
Eftud1	8.26728	12.9253	10.7696	8.78884	11.6762	9.76369	10.7774
Eftud2	21.6552	85.6296	126.709	95.5494	58.735	56.2136	36.2177
Egf	0.29029	0.0619037	0.0299224	0.027563	0.271755	0.36082	0.220987
Egfbp2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Egfem1	0.359786	0.001	0.001	0.001	0.001	0.001	0.001
Egfl6	0.09548	0.001	0.0903926	0.001	0.0327827	0.001	0.10003
Egfl7	10.896	3.55279	4.47385	3.3037	1.80586	4.55243	0.760288
Egfl8	5.84634	0.429385	0.603682	0.001	0.251147	0.811168	1.27993
Egflam	0.367781	0.0616222	0.466649	0.411561	0.595142	2.51434	5.2658
Egfr	51.7984	19.4258	16.5643	16.765	21.8021	15.9701	26.2445
Egln1	12.8717	11.5045	14.5802	15.8696	13.6896	13.5204	15.7251
Egln2	8.65427	12.1307	27.811	21.1463	7.99646	12.5027	4.92765
Egln3	1.10848	11.706	14.3275	6.50791	5.85786	3.38409	3.98891
Egr1	5235.23	150.003	287.726	72.7761	214.701	267.16	752.933
Egr2	122.006	8.31885	17.02	12.8914	30.5774	19.4162	40.9158
Egr3	16.0097	3.62481	6.86008	10.3482	4.04232	1.72465	2.78418
Egr4	0.249941	0.07334	0.497578	0.001	0.0429161	0.001	0.001
Ehbp1	4.6886	2.14248	0.895418	1.28984	3.71898	3.08342	3.73086
Ehbp1l1	4.63443	37.3513	50.4098	29.3615	13.3347	18.5201	7.55968
Ehd1	13.2035	55.7927	87.7656	88.4824	31.6616	37.8993	12.7145
Ehd2	50.9706	45.562	133.647	71.925	45.659	58.6815	71.0506
Ehd3	5.27061	2.1965	2.87227	3.66093	4.97571	5.67613	7.02559
Ehd4	12.403	89.5501	71.4113	54.2341	41.4442	32.1034	44.2793
Ehf	0.001	0.001	0.001	0.001	0.001	0.001	0.0300426
Ehhadh	0.765935	0.299543	0.402656	0.222582	0.467491	0.67573	0.958259
Ehmt1	10.3747	9.64697	8.34623	5.27757	9.27653	9.26943	8.45095
Ehmt2	21.3355	31.2379	60.741	49.8505	25.2982	30.5169	9.0508
Ei24	22.433	36.2292	37.5863	39.9438	44.2223	41.5176	38.3499
Eid1	24.3215	27.0472	6.68802	20.2449	33.9981	38.2347	63.5763
Eid2	2.36198	4.91898	7.19471	5.54021	6.86156	9.81033	13.6998
Eid2b	3.53452	0.942675	1.64354	0.616974	1.10332	1.93795	3.03041
Eid3	1.58797	0.497455	0.201515	0.222941	0.654743	0.472067	0.944991
Eif1	775.973	482.245	382.31	432.643	490.6	492.451	408.737
Eif1a	138.77	64.4484	16.9015	32.2965	65.8312	51.58	63.2239
Eif1ad	4.51592	25.634	29.0449	22.1063	18.0304	23.1657	13.1507
Eif1ax	61.4348	199.28	140.218	133.915	122.065	118.398	129.976
Eif1b	52.0952	41.1567	53.619	56.6816	42.8564	64.9619	140.356
Eif2a	54.922	66.3177	23.9515	35.9256	56.5197	52.001	79.9846
Eif2ak1	13.1261	20.7728	21.3161	22.3783	26.0401	30.2834	26.7948
Eif2ak2	2.73714	12.5345	2.26767	7.66616	13.5404	7.49236	10.547
Eif2ak3	6.43484	3.51119	2.53817	5.49446	6.41522	5.48046	4.62735
Eif2ak4	3.9136	4.97831	3.32963	3.04059	3.59585	2.79375	3.24168
Eif2b1	13.0205	40.491	47.0196	25.6699	21.0239	27.9485	24.8747
Eif2b2	21.5226	47.0224	98.2092	70.3701	37.5847	49.5956	23.0784
Eif2b3	23.3105	34.7525	29.8456	22.983	25.8143	23.5276	13.5016
Eif2b4	11.2132	27.8665	42.1995	22.512	13.1493	19.2046	8.71842
Eif2b5	14.524	67.6965	89.8829	63.2652	37.1847	40.7796	14.2899
Eif2c1	7.48695	4.98747	4.82191	5.76785	9.76585	8.39083	7.67769
Eif2c2	11.5007	21.5121	20.2799	11.2064	12.7726	10.1838	15.0087
Eif2c3	2.53234	1.21825	0.517951	0.923066	2.34553	1.48383	3.13364
Eif2c4	1.16355	0.111843	0.244953	0.318523	0.995122	1.30665	0.908184
Eif2d	8.27648	17.8805	25.6488	25.6993	17.7419	18.2	5.14107
Eif2s1	13.8627	89.1648	36.4625	49.7739	57.4174	48.9245	26.8092
Eif2s2	74.6153	178.744	31.1546	68.9586	110.124	93.9883	143.705
Eif2s3x	54.045	131.282	39.5341	52.984	98.3676	78.279	72.2128
Eif2s3y	31.4443	32.7653	4.65504	7.97509	35.087	24.3545	39.3315
Eif3a	82.9121	128.557	32.1165	48.1382	116.427	89.4526	138.541
Eif3b	48.6641	179.806	330.463	167.755	105.499	99.7916	53.5314
Eif3c	81.3947	214.731	240.728	192.669	158.495	156.165	115.2
Eif3d	82.765	192.279	320.107	212.351	110.369	132.886	59.3703
Eif3e	176.602	267.655	78.414	168.274	256.748	205.22	249.03
Eif3f	264.156	187.165	395.487	279.11	240.133	239.466	182.835
Eif3g	95.9774	158.406	234.413	194.807	91.9103	117.118	78.2725
Eif3h	344.788	265.226	431.378	418.285	278.1	312.063	213.495
Eif3i	80.3619	264.598	323.216	338.955	179.22	220.534	124.826
Eif3j1	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA	LOWDATA
Eif3j2	0.00148129	0.00176867	5.84404	0.00156301	0.00103268	13.4844	0.001
Eif3k	271.52	296.581	517.95	508.664	217.051	313.165	186.344
Eif3l	100.361	217.481	314.027	211.236	153.965	154.004	102.746
Eif3m	110.102	241.954	83.1562	140.49	177.961	171.895	190.21
Eif4a1	337.564	1101.64	840.695	700.365	746.93	730.114	275.883
Eif4a2	206.796	61.2626	17.5532	31.8201	108.117	120.495	103.02
Eif4a3	53.9703	131.683	198.242	165.225	86.8438	108.481	41.9612
Eif4b	156.006	151.298	153.035	166.308	178.371	141.842	82.6673
Eif4e	26.5079	85.0977	44.5431	55.1017	64.8542	58.486	72.4053
Eif4e1b	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Eif4e2	18.2148	67.8727	85.4667	65.032	47.2308	49.4179	35.4578
Eif4e3	11.4396	10.0982	3.90409	9.82039	13.5885	13.2936	16.4141
Eif4ebp1	19.3072	156.301	202.765	154.604	75.7972	99.1062	14.729
Eif4ebp2	8.57127	25.1129	40.3468	22.2169	23.9096	20.2799	24.1548
Eif4ebp3	4.39799	5.16821	1.58368	3.09242	5.54194	4.33886	2.95277
Eif4enif1	15.0709	22.2616	14.4271	15.7314	23.5759	18.9891	22.4558
Eif4g1	42.6925	168.41	196.061	130.315	108.164	102.05	49.2431
Eif4g2	104.743	281.866	113.857	176.412	278.79	215.961	131.588
Eif4g3	35.7811	16.527	12.0001	11.3368	15.5584	12.7347	31.2713
Eif4h	73.8568	204.723	228.021	194.576	135.613	145.447	92.6492
Eif5	82.8007	102.159	16.9341	49.5582	92.4371	72.6614	77.5312
Eif5a	191.133	1373.04	2151.78	1379.97	671.393	735.627	145.864
Eif5a2	2.7618	3.68082	0.986774	1.62563	4.03324	2.17489	3.88933
Eif5b	12.568	23.1774	6.01143	8.57044	18.5625	14.9244	24.9278
Eif6	20.5998	105.827	211.901	128.893	51.6876	64.1996	14.4766
Elac1	4.69032	1.53791	0.695668	0.658362	1.73113	2.18431	2.56022
Elac2	7.54138	25.5685	38.6272	25.2754	16.2345	17.1956	6.20389
Elane	279.507	0.001	0.001	0.001	0.001	0.001	11.0567
Elavl1	15.6468	27.924	23.502	20.238	23.4256	23.4464	21.1869
Elavl2	0.001	0.120953	0.034667	0.001	0.0707929	0.001	0.001
Elavl3	0.0498536	0.001	0.0188397	0.0260309	0.0171121	0.001	0.001
Elavl4	0.001	0.001	0.001	0.001	0.001	0.001	0.0176222
Elf1	17.7309	4.94508	1.49219	8.40371	10.2023	7.07924	12.3957
Elf2	20.8684	19.1707	9.60032	20.1291	27.436	24.8894	19.326
Elf3	0.001	0.0799073	0.0258276	0.0714014	0.001	0.001	0.001
Elf4	3.1148	6.98047	6.92321	8.64119	11.2183	9.63946	6.20681
Elf5	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Elfn1	0.0330152	0.0774548	0.249713	1.48375	1.13335	2.25287	1.1753
Elfn2	0.001	0.0605342	0.0877778	0.026952	0.001	0.001	0.001
Elk1	4.04541	6.59344	8.19308	10.7042	8.94709	8.62494	1.64946
Elk3	7.17594	9.60441	11.0208	14.9016	18.2957	14.1677	11.4088
Elk4	12.4023	5.95721	4.56028	5.23628	11.0294	8.09026	14.0534
Ell	6.59243	6.81013	7.28113	9.58504	6.8611	6.30391	5.45002
Ell2	27.5335	6.85117	1.15714	4.6516	6.85029	3.63567	4.93243
Ell3	0.080037	0.563844	0.0911954	0.0840529	0.659796	0.539128	0.0419813
Elmo1	5.2419	0.367807	0.414713	0.327645	0.707384	0.868765	2.22716
Elmo2	6.20188	6.83267	9.28094	9.90817	9.25009	12.7475	8.96112
Elmo3	0.0836379	0.63782	0.617282	0.656195	0.516863	0.854003	0.153304
Elmod1	0.001	0.001	0.001	0.001	0.001	0.112288	0.389702
Elmod2	3.36021	3.28424	0.675332	2.28407	5.85859	4.8613	6.75542
Elmod3	3.67718	3.10366	4.34746	2.99986	4.31558	4.41959	2.08254
Elmsan1	20.5453	7.12915	7.84537	9.1595	13.4338	11.1838	5.57924
Eln	3.14882	0.943061	1.11486	2.69595	3.03584	19.5793	73.7778
Elof1	12.1981	53.3701	82.524	62.4121	34.008	50.3612	9.40554
Elovl1	22.2988	53.8538	74.3941	59.7368	39.0572	42.1946	16.3012
Elovl2	0.164941	0.193479	0.0873282	0.206866	0.271783	0.15007	0.001
Elovl3	2.04469	1.90366	2.03341	2.36711	2.46993	3.65065	1.99626
Elovl4	6.7887	1.52411	0.904058	1.66582	1.87032	0.570501	1.11925
Elovl5	33.2191	26.1656	18.1662	24.2102	26.655	28.2049	45.3417
Elovl6	7.03159	13.3217	3.01653	4.90068	9.23661	7.46175	4.71379
Elovl7	0.413839	0.215708	0.147676	0.0960187	0.0335386	0.0524407	0.0962486
Elp2	21.4022	34.3123	45.1633	32.2943	31.9901	36.7968	26.697
Elp3	20.0204	30.5222	45.1962	40.0161	34.2881	38.0231	16.6151
Elp4	6.77487	7.45264	4.82975	5.6575	7.09944	7.44817	6.51628
Elp5	14.8842	54.6423	60.9787	47.5511	34.7588	36.1054	20.2072
Elp6	2.03728	6.87484	8.57119	8.94421	3.06089	5.31291	1.80205
Eltd1	7.86967	0.865392	0.139478	0.224851	0.590941	0.699668	1.25515
Emb	7.33839	2.6006	0.988622	4.58883	6.4936	4.46094	10.1138
Emc1	7.03429	9.15681	14.3054	9.21701	12.014	12.5179	7.50547
Emc10	17.0178	45.6633	93.8639	87.1797	26.4732	39.7482	12.1474
Emc2	25.7814	62.1535	12.2434	23.2822	43.4129	45.9633	74.2679
Emc3	30.7404	53.3347	58.3606	60.5229	56.166	63.1858	38.8402
Emc4	19.5974	66.8558	44.5997	49.1448	43.9957	45.4847	43.4201
Emc6	8.3251	41.5012	50.0586	31.0627	26.1615	30.5946	18.2286
Emc7	52.424	68.1699	44.725	53.9511	55.8352	65.2157	81.4166
Emc8	5.99852	8.4662	16.0896	12.4229	8.23597	10.6023	5.22773
Emc9	2.99902	1.985	4.31376	2.18931	0.773627	2.04425	1.87631
Emcn	14.1643	1.31229	0.495709	0.908672	2.13107	4.79154	6.21078
Emd	104.58	81.1561	114.521	89.0321	63.42	77.2484	59.1972
Eme1	2.63802	6.67368	6.64427	8.96871	7.32752	7.54694	4.88477
Eme2	1.86937	1.98621	3.58673	2.33925	1.71246	1.1963	0.887473
Emg1	54.976	145.482	149.56	132.032	79.0657	96.1541	97.0649
Emid1	0.761419	0.001	0.0262641	0.580902	0.190182	1.24706	0.145165
Emilin1	5.83681	22.867	39.0654	100.675	40.025	43.2081	5.24725
Emilin2	5.33718	2.50421	2.81337	2.70438	3.06468	3.23789	2.28599
Emilin3	0.823644	0.504106	1.13789	2.80786	2.26202	2.11617	0.712475
Eml1	9.17754	20.6203	18.9813	14.3177	14.3854	11.893	11.6404
Eml2	10.6477	8.21762	6.8215	9.09512	6.71648	9.28149	1.39496
Eml3	7.75063	5.27673	8.10004	9.87058	6.94866	8.93405	2.25017
Eml4	4.5471	6.61515	2.47831	4.25254	8.56682	7.80382	9.42912
Eml5	3.24789	1.71156	0.468343	1.17986	2.22096	1.53063	5.23015
Eml6	0.520919	0.485071	0.173545	0.19181	0.336533	0.280167	0.545016
Emp1	104.404	215.562	79.1152	217.911	257.186	169.277	115.157
Emp2	33.7886	26.2372	30.1288	35.7118	38.2358	36.6482	17.2176
Emp3	48.9031	319.528	544.275	352.348	176.681	170.03	50.6815
Emr1	1.7691	0.415089	0.089256	0.657835	1.64659	1.07119	32.4233
Emr4	0.145649	0.001	0.001	0.001	0.100002	0.001	0.400361
Emx1	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Emx2	1.79047	1.05048	0.263725	0.468625	0.75138	0.675631	1.53723
Emx2os	0.249473	0.0877766	0.00942763	0.0521047	0.0685049	0.170615	0.117502
En1	2.02593	2.199	3.60677	3.07576	2.22599	1.26108	4.85575
En2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Enah	18.5657	37.0838	19.3744	18.0906	36.1049	28.0972	32.4832
Enam	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Enc1	1.61471	12.698	9.18429	5.3083	9.14067	10.3145	9.24054
Endod1	4.47525	2.64103	4.16009	6.64498	9.02387	9.4238	12.198
Endog	0.416367	2.12095	16.9062	2.49276	1.62203	1.53349	0.218924
Endou	0.324108	0.001	0.001	0.001	0.0370966	0.122157	0.0283034
Endov	3.57687	3.29158	4.32779	3.1979	3.76891	4.41266	2.44882
Eng	18.6781	2.66645	6.02484	10.0608	6.38829	10.4401	10.0478
Engase	0.322434	1.43722	1.70701	1.07829	1.06258	0.513492	0.354463
Enho	0.445611	2.09415	3.01274	5.04686	2.14369	3.72012	0.351054
Enkd1	3.25253	6.11374	15.1102	9.47767	3.6508	5.55584	1.8219
Enkur	3.4961	0.684651	0.266456	0.859895	1.60187	0.777229	0.979493
Eno1	77.6437	1234.85	2852.72	1222.86	349.978	418.368	127.338
Eno2	0.539789	0.403065	0.241606	0.308228	1.61749	1.77797	0.899727
Eno3	7.61739	661.727	808.186	369.971	154.175	125.913	50.8002
Eno4	0.001	0.236446	0.133567	0.369199	0.138373	0.114034	0.0791721
Enoph1	9.15627	20.7716	26.0747	17.3897	9.34377	12.7672	20.92
Enox1	1.34441	2.50601	1.15407	4.1922	6.76914	8.95162	8.78944
Enox2	1.89186	2.51672	0.966635	1.70051	2.76021	2.47391	3.01257
Enpep	0.928971	0.281196	0.249253	0.469653	0.905229	3.68386	6.90182
Enpp1	1.62288	1.02162	1.1683	8.98323	17.5299	7.45922	3.6273
Enpp2	21.6953	1.66198	0.550949	0.767721	3.41973	10.0825	10.5813
Enpp3	0.959158	0.803855	1.10675	3.25027	4.70449	1.65643	1.4354
Enpp4	9.49085	6.14833	2.21088	4.29411	12.0274	7.66763	7.49448
Enpp5	16.5162	1.24316	1.83741	2.83065	5.71334	8.42708	25.9933
Enpp6	1.83687	0.001	0.0474013	0.174683	0.0859956	0.284184	0.0874513
Enpp7	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ensa	51.98	43.875	31.4675	61.6708	66.9698	70.6503	47.45
Enthd1	0.001	0.001	0.001	0.001	0.001	0.001	0.0651664
Enthd2	1.34274	2.66202	3.83938	1.74447	1.78048	3.25283	1.4309
Entpd1	5.07818	0.599169	0.295376	1.85235	2.76434	2.39413	10.6169
Entpd2	19.5759	1.52127	3.20887	3.07641	2.48306	4.60943	6.40097
Entpd3	0.001	0.001	0.0139382	0.231131	0.328854	0.001	0.001
Entpd4	5.39879	6.71919	10.6978	10.1704	10.3497	10.1179	5.3107
Entpd4	5.39879	6.71919	10.7397	10.1704	10.4091	10.1179	5.31794
Entpd5	2.78846	3.4977	2.7792	4.45923	6.23543	4.75121	3.8172
Entpd6	1.969	4.43869	4.55399	4.1237	3.09575	3.28296	0.950148
Entpd7	1.19476	1.57023	2.7235	1.65567	1.8807	1.50453	2.88862
Entpd8	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Eny2	15.9237	26.4308	11.8033	18.5242	25.8342	24.2927	36.1167
Eogt	2.70839	4.90632	3.6022	3.41584	6.28998	5.33503	5.27678
Eomes	0.001	0.0813272	0.0262226	0.001	0.0476	0.001	0.0181423
Ep300	14.3966	7.22289	5.9792	5.92458	8.35934	7.07473	12.2386
Ep400	13.584	10.8559	14.0865	11.4037	13.4844	10.5482	10.6767
Epas1	12.5716	1.28803	1.21844	3.22059	5.839	31.8693	66.2153
Epb4.1	13.3513	6.08394	5.79499	4.84456	4.8297	5.87983	6.83806
Epb4.1l1	4.02418	4.00561	3.92367	3.87479	3.83972	6.56213	6.147
Epb4.1l2	36.2576	54.9901	32.2235	42.5138	67.1852	56.792	97.5474
Epb4.1l3	9.3982	7.03183	4.45089	3.36059	4.75887	5.25808	9.74131
Epb4.1l4a	1.57658	1.92641	2.73268	3.26115	3.85613	2.01726	2.88872
Epb4.1l4b	9.68096	0.202826	0.850698	0.678254	0.326438	0.490135	1.4939
Epb4.1l5	2.2044	2.45338	1.76777	2.2002	4.60652	3.87196	1.55053
Epb4.2	0.001	0.001	0.001	0.001	0.0502876	0.001	0.001
Epb4.9	0.654165	0.075757	0.232147	0.0319153	0.148672	0.139083	0.283308
Epc1	57.575	10.8738	6.79106	10.6027	18.674	18.3351	20.2663
Epc2	22.1927	10.6426	2.44699	6.67173	14.2837	12.5684	22.3398
Epcam	0.001	0.149689	0.001	0.133707	0.21898	0.143814	0.0668482
Epdr1	12.1406	10.4778	7.0964	15.5677	15.5534	14.0336	8.01582
Epg5	3.52109	2.99176	3.27955	2.32859	2.77588	2.88902	2.60921
Epgn	0.001	0.001	0.208632	0.001	0.0539154	0.001	0.164657
Epha1	0.623359	0.639887	0.88451	1.9557	2.75531	1.94638	0.734433
Epha10	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Epha2	6.94613	45.0769	39.5096	42.8826	14.5275	12.8768	11.3801
Epha3	0.0953125	0.260868	0.0120137	2.15807	6.5001	4.69887	0.798311
Epha4	7.47508	0.62285	0.3195	0.246379	0.459114	0.31437	1.11158
Epha5	0.001	0.001	0.00600888	0.001	0.001	0.001	0.001
Epha6	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Epha7	0.055389	0.0216505	0.0209191	0.001	0.107106	0.38161	0.115914
Epha8	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Ephb1	1.23817	0.649101	0.925808	2.36164	1.90331	1.34926	0.986135
Ephb2	0.210161	2.58813	2.02546	1.59137	0.865661	1.13744	0.421631
Ephb3	1.27849	0.999743	2.7622	2.19464	1.96446	2.84082	1.27473
Ephb4	6.91694	6.43185	14.6623	15.6065	10.1788	12.6965	3.14892
Ephb6	2.90051	2.05522	5.78598	14.0164	7.56544	8.6585	1.3935
Ephx1	135.184	6.23937	13.4252	13.9522	11.892	13.1954	21.8766
Ephx2	2.42182	1.34649	2.29722	3.14046	3.02038	1.58114	1.35626
Ephx3	0.698658	0.252271	0.671976	1.51978	1.4763	17.5024	21.7669
Ephx4	0.330868	0.129573	0.0420046	0.232365	1.13691	0.982414	0.637138
Epm2a	3.95133	1.08365	0.502619	1.39054	1.53918	0.583225	1.66159
Epm2aip1	6.67732	4.45714	1.73924	2.23319	8.10928	7.23649	10.0233
Epn1	15.3772	33.7458	54.7781	43.7075	26.1743	23.6444	20.8924
Epn2	14.3915	8.00862	6.41047	9.20529	11.3859	12.7573	7.86509
Epn3	0.001	0.0764149	0.0862235	0.102124	0.0223628	0.001	0.001
Epo	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Epor	0.001	0.767226	1.21269	1.60023	0.54868	1.96053	1.02808
Eppin	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Eppk1	1.03251	0.816808	0.849591	0.15603	0.041083	0.0570922	0.221746
Eprs	45.3966	76.088	23.9708	34.3635	56.4876	38.7324	47.3005
Eps15	17.9496	14.4153	3.98015	7.44167	15.4067	12.3453	20.7723
Eps15l1	16.3896	15.6863	19.5163	15.1853	17.1377	17.514	17.3938
Eps8	0.820406	3.18514	1.73989	6.46342	5.52478	7.94106	18.7832
Eps8l1	4.4147	0.120475	0.97229	1.18254	1.12807	1.2779	1.26402
Eps8l2	1.00193	0.587744	0.426612	0.0436708	0.200656	0.0947279	0.001
Eps8l3	0.001	0.001	0.0217775	0.001	0.001	0.001	0.001
Epsti1	0.851022	0.582766	0.215302	0.967301	1.65625	0.798167	13.8754
Ept1	3.39644	10.2049	6.22656	5.80535	8.26721	5.45086	4.81231
Epx	15.379	0.0562157	0.001	0.200595	0.001	0.001	0.001
Epyc	0.001	0.001	0.001	0.001	0.001	0.174204	0.001
Eqtn	0.11338	0.001	0.001	0.001	0.001	0.001	0.001
Eral1	7.71481	10.8973	19.9378	12.3403	9.47508	9.87511	4.93524
Erap1	14.5411	12.1463	4.04642	11.6431	15.9472	10.4567	14.6472
Eras	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Erbb2	2.70822	5.44086	9.71808	9.00841	4.90619	5.65918	2.46718
Erbb2ip	26.9336	24.8705	5.13602	13.7517	28.9932	20.0293	26.629
Erbb3	4.211	5.49234	6.17901	1.97034	1.20821	1.43022	1.80954
Erbb4	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Erc1	4.09233	6.16537	4.75253	5.07676	7.47488	6.42045	7.42633
Erc2	0.0204846	0.0240227	0.0464281	0.0213823	0.0140618	0.001	0.001
Ercc1	13.5222	21.2207	56.9986	45.1754	18.2562	23.7368	6.11368
Ercc2	4.15403	4.36892	9.53658	4.82953	3.81101	5.12764	1.23746
Ercc3	9.60223	21.7981	23.189	19.4461	16.4348	16.2846	13.624
Ercc4	2.67534	1.56574	2.38831	1.27731	1.69303	1.95416	1.96628
Ercc5	8.88495	3.95441	1.50112	1.90962	5.92694	5.59221	5.0634
Ercc6	4.05365	1.98052	0.87613	1.17977	3.2462	2.78694	3.55124
Ercc6l	1.11152	6.83588	4.59991	5.7126	6.88853	6.22322	3.60098
Ercc6l2	6.59693	5.26304	1.53373	2.84625	7.23964	5.57484	5.94129
Ercc8	1.74331	5.91918	4.98143	5.02551	3.8058	4.21438	3.68758
Erdr1	525.201	43.3457	384.499	89.8404	22.9124	45.195	505.471
Ereg	0.549164	0.930434	0.0922823	0.510057	1.21486	1.24999	0.175672
Erf	13.4605	17.1949	24.6501	38.691	14.2738	17.562	1.5387
Erg	7.31868	0.346349	0.0447475	0.1237	0.405354	0.133289	0.309315
Ergic1	24.6953	62.1551	85.464	69.1073	66.6018	63.1068	35.5979
Ergic2	12.8851	22.4551	4.11582	11.1991	22.3652	25.0261	23.9525
Ergic3	55.2813	73.7012	97.5707	133.586	85.1278	116.346	37.4176
Erh	94.9424	421.758	343.552	364.386	265.316	307.568	196.453
Eri1	5.41449	13.4254	5.90474	9.68185	15.2584	14.3169	11.5154
Eri2	2.41942	4.0903	1.53429	1.56223	4.617	4.69054	2.85013
Eri3	24.2494	31.4938	60.3684	67.3037	39.0004	40.917	13.6215
Erich1	1.7931	3.60953	0.45424	2.33269	2.28779	2.29726	3.04617
Erich2	0.001	0.0895388	0.057912	0.0800612	0.157169	0.001	0.001
Erlec1	7.33326	6.72878	4.58691	8.04649	13.5097	10.8899	17.7912
Erlin1	11.2845	15.6395	4.70212	12.3009	18.9721	19.1401	9.9426
Erlin2	4.35848	11.8038	7.11367	11.8224	17.8661	16.187	12.3643
Ermap	0.0276274	1.06933	1.44113	1.15436	1.38457	1.76217	2.05332
Ermn	0.001	0.001	0.001	0.001	0.0247773	0.001	0.001
Ermp1	6.42081	7.17683	3.79234	9.00323	11.5207	5.39259	7.81169
Ern1	5.88068	3.87778	4.07479	4.8167	4.7576	4.33967	2.9786
Ern2	0.001	0.001	0.001	0.001	0.001	0.001	0.001
